 WL        Abs       T%
 578.0  0.250375  56.185608
 579.0  0.247968  56.497818
 580.0  0.245568  56.810970
 581.0  0.243424  57.092121
 582.0  0.241594  57.333164
 583.0  0.240143  57.525089
 584.0  0.239053  57.669559
 585.0  0.238129  57.792400
 586.0  0.230588  58.804634
 587.0  0.228480  59.090786
 588.0  0.226397  59.374943
 589.0  0.224227  59.672287
 590.0  0.222239  59.946171
 591.0  0.220170  60.232372
 592.0  0.218174  60.509827
 593.0  0.216266  60.776325
 594.0  0.214141  61.074387
 595.0  0.212213  61.346100
 596.0  0.210144  61.639019
 597.0  0.208133  61.925076
 598.0  0.206323  62.183723
 599.0  0.204713  62.414650
 600.0  0.202666  62.709606
 601.0  0.200899  62.965240
 602.0  0.199218  63.209476
 603.0  0.197413  63.472725
 604.0  0.195860  63.700081
 605.0  0.194191  63.945339
 606.0  0.192612  64.178261
 607.0  0.190888  64.433533
 608.0  0.189207  64.683487
 609.0  0.187450  64.945702
 610.0  0.185878  65.181107
 611.0  0.184474  65.392281
 612.0  0.182891  65.630959
 613.0  0.181334  65.866676
 614.0  0.180055  66.060936
 615.0  0.178515  66.295631
 616.0  0.176995  66.528038
 617.0  0.175702  66.726448
 618.0  0.174559  66.902237
 619.0  0.173161  67.118065
 620.0  0.171701  67.344055
 621.0  0.170344  67.554695
 622.0  0.169196  67.733498
 623.0  0.168036  67.914696
 624.0  0.166751  68.116013
 625.0  0.165048  68.383682
 626.0  0.163858  68.571289
 627.0  0.162696  68.754875
 628.0  0.161729  68.908295
 629.0  0.160657  69.078583
 630.0  0.159536  69.256973
 631.0  0.158549  69.414558
 632.0  0.157413  69.596451
 633.0  0.156183  69.793900
 634.0  0.155261  69.942169
 635.0  0.154409  70.079529
 636.0  0.153236  70.268990
 637.0  0.152371  70.409164
 638.0  0.151641  70.527565
 639.0  0.150723  70.676865
 640.0  0.149665  70.849251
 641.0  0.148647  71.015503
 642.0  0.147688  71.172462
 643.0  0.146680  71.337807
 644.0  0.145836  71.476578
 645.0  0.144950  71.622581
 646.0  0.143968  71.784760
 647.0  0.143020  71.941658
 648.0  0.142259  72.067772
 649.0  0.141588  72.179176
 650.0  0.140944  72.286362
 651.0  0.140277  72.397423
 652.0  0.139580  72.513725
 653.0  0.138807  72.642799
 654.0  0.137848  72.803391
