B.E.(eV)           Raw Intensity       Peak Sum            Background          Peak 1              difference
 523.97             8559.83             8514.848            8503.109            8514.848            44.98242 
 523.92             8281.45             8514.865            8503.263            8514.865           -233.415 
 523.87             8295.36             8514.886            8503.417            8514.886           -219.5254 
 523.82             8420.74             8514.907            8503.57             8514.907           -94.16699 
 523.77             8439.13             8514.933            8503.725            8514.933           -75.80273 
 523.72             8573.88             8514.959            8503.878            8514.959            58.9209 
 523.67             8482.73             8514.987            8504.031            8514.987           -32.25684 
 523.62             8365.01             8515.019            8504.186            8515.019           -150.0088 
 523.57             8372.99             8515.052            8504.339            8515.052           -142.0615 
 523.52             8380.78             8515.087            8504.493            8515.087           -134.3066 
 523.47             8335.56             8515.123            8504.646            8515.123           -179.5635 
 523.42             8205.08             8515.162            8504.801            8515.162           -310.082 
 523.37             8239.24             8515.203            8504.954            8515.203           -275.9629 
 523.32             8479.33             8515.245            8505.107            8515.245           -35.91504 
 523.27             8562.98             8515.29             8505.262            8515.29             47.69043 
 523.22             8521.23             8515.335            8505.415            8515.335            5.895508 
 523.17             8478.95             8515.384            8505.569            8515.384           -36.43359 
 523.12             8390.93             8515.433            8505.723            8515.433           -124.5029 
 523.07             8302.56             8515.484            8505.877            8515.484           -212.9248 
 523.02             8506.03             8515.537            8506.03             8515.537           -9.506836 
