B.E.(eV)           Raw Intensity       Peak Sum            Background          Peak 1              Peak 2              Peak 3              Peak 4              difference
 398.12             30497.4             29208.61            3421.225            28849.94            3737.654            3463.12             3421.57             1288.791 
 398.07             27075.9             26184.89            3362.486            25850.58            3655.89             3403.051            3362.826            891.0117 
 398.02             24661               23368.63            3311.041            23055.26            3584.785            3350.336            3311.376            1292.369 
 397.97             21613.3             20780.3             3264.725            20485.08            3521.533            3302.809            3265.054            833.002 
 397.92             18884.9             18430.45            3224.92             18151.14            3466.972            3261.848            3225.245            454.4512 
 397.87             16618               16320.65            3190.947            16055.46            3419.992            3226.77             3191.267            297.3535 
 397.82             14361.2             14449.39            3161.818            14196.84            3379.287            3196.585            3162.133           -88.18652 
 397.77             12905.4             12805.98            3137.522            12564.87            3344.571            3171.278            3137.833            99.41797 
 397.72             11488.4             11378.06            3116.332            11147.37            3313.925            3149.121            3116.638            110.3447 
 397.67             10120.5             10148.79            3098.17             9927.693            3287.108            3130.032            3098.471           -28.29492 
 397.62             9237.51             9099.854            3082.936            8887.63             3263.889            3113.909            3083.233            137.6563 
 397.57             8308.21             8212.764            3069.584            8008.798            3243.136            3099.706            3069.877            95.44629 
 397.52             7596.23             7467.672            3058.219            7271.43             3224.869            3087.523            3058.508            128.5581 
 397.47             6684.49             6846.61             3048.375            6657.614            3208.567            3076.894            3048.659           -162.1201 
 397.42             6128.53             6332.137            3040.486            6149.961            3194.616            3068.251            3040.767           -203.6069 
 397.37             5514.53             5907.215            3033.787            5731.482            3182.203            3060.827            3034.064           -392.6851 
 397.32             4961.34             5558.019            3028.406            5388.375            3171.433            3054.749            3028.678           -596.6787 
 397.27             4876.76             5271.208            3024.212            5107.337            3162.14             3049.885            3024.481           -394.4478 
 397.22             4712.88             5035.027            3020.193            4876.633            3153.295            3045.221            3020.459           -322.1475 
 397.17             4446.48             4840.014            3016.521            4686.821            3145.046            3040.928            3016.783           -393.5337 
 397.12             4232.83             4678.372            3013.419            4530.13             3137.595            3037.227            3013.677           -445.5415 
 397.07             3906.16             4543.62             3010.774            4400.088            3130.819            3034.005            3011.029           -637.4597 
 397.02             3922.28             4430.483            3008.831            4291.445            3124.944            3031.506            3009.083           -508.2034 
 396.97             3952.58             4334.043            3006.85             4199.286            3119.22             3028.987            3007.098           -381.4629 
 396.92             3780.82             4250.759            3004.798            4120.089            3113.603            3026.418            3005.043           -469.9387 
 396.87             3754.47             4178.32             3003.115            4051.558            3108.516            3024.234            3003.356           -423.8503 
 396.82             3675.84             4114.382            3001.484            3991.351            3103.64             3022.121            3001.723           -438.5417 
 396.77             3640.81             4057.336            3000.021            3937.877            3099.075            3020.191            3000.257           -416.5261 
 396.72             3474.69             4005.89             2998.631            3889.848            3094.722            3018.35             2998.864           -531.2 
 396.67             3387.42             3959.316            2997.599            3846.546            3090.856            3016.881            2997.828           -571.8962 
 396.62             3406.44             3916.671            2996.753            3807.039            3087.298            3015.613            2996.979           -510.231 
 396.57             3306.98             3877.197            2995.864            3770.573            3083.813            3014.316            2996.088           -570.2173 
 396.52             3231.99             3840.657            2995.189            3736.918            3080.65             3013.246            2995.41            -608.6667 
 396.47             3168.86             3806.689            2994.676            3705.72             3077.752            3012.35             2994.894           -637.8289 
 396.42             3195.36             3774.969            2994.298            3676.661            3075.087            3011.601            2994.513           -579.6091 
 396.37             3281.06             3745.063            2993.861            3649.312            3072.455            3010.805            2994.074           -464.0024 
 396.32             3160.73             3716.693            2993.238            3623.401            3069.725            3009.834            2993.448           -555.9634 
 396.27             3088.04             3690.122            2992.875            3599.196            3067.336            3009.133            2993.083           -602.0823 
 396.22             3225.26             3665.149            2992.668            3576.498            3065.183            3008.599            2992.874           -439.8889 
 396.17             3005.64             3641.191            2992.164            3554.731            3062.808            3007.777            2992.367           -635.5508 
 396.12             2924.15             3618.91             2992.135            3534.563            3060.977            3007.439            2992.335           -694.7603 
 396.07             3098.36             3597.949            2992.282            3515.636            3059.392            3007.288            2992.48            -499.5891 
 396.02             3071.63             3577.651            2992.052            3497.301            3057.492            3006.767            2992.248           -506.0208 
 395.97             3131.67             3558.403            2991.879            3479.945            3055.711            3006.312            2992.073           -426.7329 
 395.92             2931.64             3539.943            2991.576            3463.311            3053.858            3005.734            2991.767           -608.3027 
 395.87             2968.52             3522.765            2991.706            3447.897            3052.493            3005.598            2991.895           -554.2446 
 395.82             2974.95             3506.324            2991.757            3433.159            3051.102            3005.389            2991.943           -531.3738 
 395.77             2915.89             3490.616            2991.793            3419.098            3049.746            3005.173            2991.978           -574.7258 
 395.72             2992.26             3475.757            2991.958            3405.83             3048.567            3005.093            2992.14            -483.4968 
 395.67             2891.65             3461.402            2991.957            3393.012            3047.269            3004.854            2992.137           -569.7517 
 395.62             2921.04             3447.886            2992.175            3380.985            3046.232            3004.839            2992.353           -526.8459 
 395.57             2923.25             3434.909            2992.329            3369.448            3045.175            3004.768            2992.505           -511.6594 
 395.52             2962.46             3422.481            2992.479            3358.414            3044.152            3004.698            2992.653           -460.021 
 395.47             2852.51             3410.504            2992.544            3347.786            3043.084            3004.549            2992.717           -557.9939 
 395.42             2864.76             3399.265            2992.848            3337.855            3042.291            3004.644            2993.018           -534.5049 
 395.37             3000.49             3388.466            2993.125            3328.323            3041.506            3004.719            2993.294           -387.9761 
 395.32             3014.84             3377.827            2993.11             3318.912            3040.462            3004.505            2993.277           -362.9868 
 395.27             2893.17             3367.574            2993.063            3309.85             3039.419            3004.265            2993.228           -474.4041 
 395.22             2967.74             3357.992            2993.279            3301.423            3038.671            3004.294            2993.443           -390.252 
 395.17             2776.7              3348.628            2993.334            3293.18             3037.791            3004.166            2993.496           -571.9285 
 395.12             3077.86             3340.035            2993.804            3285.675            3037.353            3004.457            2993.964           -262.1753 
 395.07             3078.35             3331.139            2993.622            3277.834            3036.292            3004.1              2993.781           -252.7888 
 395.02             3071.96             3322.561            2993.438            3270.281            3035.254            3003.746            2993.595           -250.6011 
 394.97             2977.36             3314.312            2993.268            3263.028            3034.255            3003.409            2993.423           -336.9514 
 394.92             2824.51             3306.561            2993.302            3256.245            3033.486            3003.281            2993.456           -482.051 
 394.87             3077.11             3299.419            2993.669            3250.043            3033.071            3003.49             2993.821           -222.3086 
 394.82             2847.12             3292.001            2993.488            3243.54             3032.132            3003.154            2993.638           -444.8809 
 394.77             2955.68             3285.332            2993.805            3237.76             3031.713            3003.32             2993.954           -329.6519 
 394.72             2935.63             3278.675            2993.888            3231.969            3031.08             3003.256            2994.035           -343.0454 
 394.67             2930.58             3272.294            2994.014            3226.428            3030.51             3003.238            2994.16            -341.7139 
 394.62             2782.26             3266.141            2994.152            3221.095            3029.971            3003.235            2994.296           -483.8811 
 394.57             2782.23             3260.526            2994.612            3216.276            3029.773            3003.557            2994.754           -478.2957 
 394.52             2794.71             3255.109            2995.072            3211.636            3029.593            3003.883            2995.214           -460.3994 
 394.47             2826.71             3249.864            2995.507            3207.147            3029.405            3004.186            2995.647           -423.1538 
 394.42             2867.57             3244.735            2995.873            3202.754            3029.165            3004.424            2996.012           -377.1648 
 394.37             2930.01             3239.691            2996.152            3198.427            3028.853            3004.576            2996.289           -309.6807 
 394.32             2982.95             3234.685            2996.295            3194.12             3028.422            3004.597            2996.431           -251.7351 
 394.27             3006.17             3229.723            2996.324            3189.841            3027.891            3004.506            2996.458           -223.5535 
 394.22             2903.74             3224.87             2996.303            3185.652            3027.324            3004.367            2996.436           -321.1304 
 394.17             2928.51             3220.388            2996.503            3181.817            3026.994            3004.452            2996.635           -291.8779 
 394.12             2981.49             3215.992            2996.651            3178.054            3026.623            3004.487            2996.781           -234.5024 
 394.07             2737.32             3211.623            2996.684            3174.3              3026.151            3004.409            2996.813           -474.3025 
 394.02             2872.85             3207.912            2997.247            3171.191            3026.221            3004.864            2997.375           -335.0615 
 393.97             2883.7              3204.036            2997.516            3167.903            3026.011            3005.028            2997.643           -320.3364 
 393.92             2851.21             3200.26             2997.763            3164.7              3025.79             3005.171            2997.889           -349.05 
 393.87             2959.89             3196.669            2998.081            3161.669            3025.651            3005.388            2998.206           -236.7795 
 393.82             2901.34             3192.958            2998.164            3158.504            3025.288            3005.371            2998.288           -291.6184 
 393.77             2893.77             3189.48             2998.374            3155.56             3025.063            3005.483            2998.496           -295.71 
 393.72             3020.39             3186.125            2998.601            3152.726            3024.865            3005.615            2998.722           -165.7354 
 393.67             3033.1              3182.596            2998.554            3149.706            3024.403            3005.474            2998.674           -149.4958 
 393.62             2772.68             3179.134            2998.479            3146.742            3023.923            3005.308            2998.598           -406.4539 
 393.57             2594.96             3176.331            2998.969            3144.426            3024.017            3005.708            2999.087           -581.3708 
 393.52             2823.73             3174.002            2999.845            3142.573            3024.507            3006.496            2999.962           -350.2725 
 393.47             2872.14             3171.268            3000.227            3140.303            3024.511            3006.792            3000.343           -299.1277 
 393.42             2762.92             3168.512            3000.505            3138.002            3024.42             3006.985            3000.62            -405.592 
 393.37             2686.04             3166.073            3001.021            3136.008            3024.575            3007.417            3001.134           -480.0325 
 393.32             2856.84             3163.88             3001.704            3134.25             3024.906            3008.019            3001.817           -307.04 
 393.27             2782.17             3161.391            3002.018            3132.188            3024.875            3008.253            3002.13            -379.2214 
 393.22             2921.7              3159.14             3002.495            3130.353            3025.015            3008.652            3002.606           -237.4397 
 393.17             2767.86             3156.655            3002.67             3128.276            3024.86             3008.75             3002.78            -388.7952 
 393.12             2757.24             3154.572            3003.18             3126.592            3025.047            3009.184            3003.288           -397.3315 
 393.07             2809.01             3152.579            3003.713            3124.99             3025.265            3009.643            3003.821           -343.5686 
 393.02             2928.56             3150.535            3004.135            3123.329            3025.378            3009.992            3004.242           -221.9753 
 392.97             2807.66             3148.297            3004.3              3121.465            3025.24             3010.085            3004.406           -340.637 
 392.92             2774.13             3146.379            3004.726            3119.915            3025.37             3010.441            3004.831           -372.2493 
 392.87             2820.8              3144.591            3005.226            3118.486            3025.581            3010.873            3005.331           -323.7913 
 392.82             2653.81             3142.759            3005.626            3117.007            3025.697            3011.205            3005.73            -488.9492 
 392.77             2550.93             3141.343            3006.39             3115.935            3026.183            3011.902            3006.492           -590.4126 
 392.72             2710.07             3140.204            3007.378            3115.135            3026.898            3012.824            3007.479           -430.1338 
 392.67             2660.05             3138.772            3008.023            3114.034            3027.277            3013.405            3008.123           -478.7219 
 392.62             2898.18             3137.497            3008.778            3113.085            3027.771            3014.097            3008.877           -239.3174 
 392.57             2806.72             3135.756            3009.018            3111.662            3027.755            3014.275            3009.116           -329.0359 
 392.52             2934.02             3134.258            3009.457            3110.477            3027.943            3014.653            3009.555           -200.238 
 392.47             2710.63             3132.53             3009.62             3109.055            3027.861            3014.757            3009.718           -421.8999 
 392.42             2891.12             3131.33             3010.269            3108.155            3028.269            3015.347            3010.365           -240.2097 
 392.37             2720.97             3129.78             3010.527            3106.9              3028.291            3015.548            3010.623           -408.8101 
 392.32             2703.56             3128.641            3011.155            3106.05             3028.688            3016.119            3011.25            -425.0811 
 392.27             2631.05             3127.58             3011.823            3105.272            3029.128            3016.731            3011.917           -496.5295 
 392.22             2735.03             3126.716            3012.649            3104.687            3029.731            3017.502            3012.742           -391.6855 
 392.17             2879.11             3125.665            3013.251            3103.909            3030.115            3018.05             3013.344           -246.5549 
 392.12             2843.61             3124.337            3013.542            3102.85             3030.192            3018.288            3013.634           -280.7273 
 392.07             2779.96             3123.124            3013.911            3101.899            3030.35             3018.604            3014.002           -343.1638 
 392.02             2781.29             3122.081            3014.418            3101.116            3030.651            3019.061            3014.509           -340.7913 
 391.97             2761.46             3121.071            3014.924            3100.359            3030.954            3019.516            3015.013           -359.6111 
 391.92             2902.84             3120.137            3015.474            3099.674            3031.306            3020.016            3015.563           -217.2974 
 391.87             2850.13             3118.927            3015.718            3098.709            3031.355            3020.211            3015.806           -268.7976 
 391.82             2851.15             3117.864            3016.077            3097.886            3031.523            3020.522            3016.165           -266.7141 
 391.77             2933.37             3116.827            3016.435            3097.085            3031.692            3020.833            3016.522           -183.4568 
 391.72             2579.3              3115.642            3016.615            3096.132            3031.688            3020.967            3016.701           -536.3423 
 391.67             2701.11             3115.254            3017.564            3095.971            3032.456            3021.869            3017.65            -414.1438 
 391.62             2801.1              3114.629            3018.25             3095.57             3032.964            3022.511            3018.335           -313.5291 
 391.57             2764.12             3113.816            3018.722            3094.977            3033.26             3022.938            3018.806           -349.696 
 391.52             2729.94             3113.109            3019.274            3094.486            3033.641            3023.446            3019.357           -383.1692 
 391.47             2825.26             3112.503            3019.902            3094.093            3034.1              3024.031            3019.985           -287.2432 
 391.42             3056.27             3111.716            3020.324            3093.515            3034.357            3024.411            3020.406           -55.44629 
 391.37             2937.23             3110.452            3020.246            3092.455            3034.116            3024.291            3020.328           -173.2219 
 391.32             2692.55             3109.469            3020.426            3091.675            3034.136            3024.43             3020.507           -416.9189 
 391.27             2752.53             3109.039            3021.137            3091.443            3034.689            3025.1              3021.218           -356.509 
 391.22             2815.27             3108.503            3021.72             3091.102            3035.118            3025.643            3021.8             -293.2332 
 391.17             2821.15             3107.854            3022.168            3090.645            3035.414            3026.052            3022.247           -286.7043 
 391.12             2741.18             3107.213            3022.604            3090.193            3035.7              3026.449            3022.683           -366.033 
 391.07             2750.56             3106.767            3023.215            3089.933            3036.164            3027.022            3023.293           -356.2073 
 391.02             2922.05             3106.322            3023.806            3089.669            3036.611            3027.576            3023.884           -184.2717 
 390.97             2785.08             3105.525            3024.027            3089.052            3036.69             3027.76             3024.104           -320.4448 
 390.92             2956.75             3105.045            3024.545            3088.749            3037.068            3028.241            3024.622           -148.2947 
 390.87             2958.51             3104.211            3024.692            3088.089            3037.078            3028.352            3024.768           -145.7007 
 390.82             2783.35             3103.392            3024.836            3087.441            3037.086            3028.46             3024.911           -320.0415 
 390.77             2824.69             3102.97             3025.36             3087.188            3037.477            3028.949            3025.434           -278.28 
 390.72             2861.09             3102.478            3025.795            3086.861            3037.782            3029.351            3025.869           -241.3875 
 390.67             2914.1              3101.923            3026.152            3086.47             3038.01             3029.674            3026.226           -187.8232 
 390.62             2837.22             3101.271            3026.396            3085.978            3038.127            3029.884            3026.469           -264.0508 
 390.57             2862.22             3100.802            3026.806            3085.667            3038.413            3030.261            3026.878           -238.5815 
 390.52             2785.95             3100.294            3027.163            3085.315            3038.647            3030.586            3027.235           -314.344 
 390.47             2828.25             3099.969            3027.686            3085.143            3039.049            3031.077            3027.758           -271.7185 
 390.42             2818.57             3099.567            3028.119            3084.892            3039.363            3031.478            3028.19            -280.9968 
 390.37             2599.13             3099.201            3028.573            3084.675            3039.701            3031.902            3028.644           -500.0715 
 390.32             2777.93             3099.327            3029.505            3084.948            3040.517            3032.802            3029.575           -321.3972 
 390.27             2885.95             3099.08             3030.051            3084.845            3040.949            3033.318            3030.12            -213.1304 
 390.22             2835.75             3098.614            3030.363            3084.521            3041.15             3033.6              3030.432           -262.8643 
 390.17             2772.12             3098.271            3030.786            3084.318            3041.463            3033.993            3030.854           -326.1514 
 390.12             2823.26             3098.079            3031.347            3084.264            3041.916            3034.525            3031.415           -274.8193 
 390.07             2742.06             3097.791            3031.798            3084.111            3042.26             3034.948            3031.866           -355.7305 
 390.02             2772.8              3097.691            3032.427            3084.145            3042.784            3035.548            3032.494           -324.8911 
 389.97             2743.79             3097.539            3032.99             3084.125            3043.244            3036.084            3033.057           -353.7485 
 389.92             2716.13             3097.462            3033.617            3084.178            3043.769            3036.684            3033.684           -381.332 
 389.87             2678.34             3097.458            3034.306            3084.302            3044.357            3037.345            3034.372           -419.1179 
 389.82             2766.76             3097.549            3035.078            3084.519            3045.031            3038.091            3035.144           -330.7888 
 389.77             2611.14             3097.46             3035.66             3084.555            3045.515            3038.646            3035.725           -486.3203 
 389.72             2795.44             3097.721            3036.581            3084.938            3046.34             3039.541            3036.646           -302.2815 
 389.67             2870.81             3097.595            3037.104            3084.934            3046.769            3040.038            3037.168           -226.7854 
 389.62             2918.39             3097.317            3037.465            3084.774            3047.036            3040.374            3037.529           -178.9275 
 389.57             2832.92             3096.947            3037.724            3084.522            3047.202            3040.607            3037.787           -264.0271 
 389.52             2721.68             3096.772            3038.168            3084.463            3047.556            3041.027            3038.231           -375.0925 
 389.47             2802.05             3096.85             3038.854            3084.655            3048.153            3041.688            3038.917           -294.7996 
 389.42             2816.44             3096.764            3039.368            3084.681            3048.579            3042.178            3039.43            -280.3237 
 389.37             2804.15             3096.657            3039.852            3084.685            3048.976            3042.638            3039.913           -292.5068 
 389.32             2666.08             3096.586            3040.363            3084.725            3049.401            3043.125            3040.424           -430.5063 
 389.27             2736.54             3096.826            3041.175            3085.072            3050.129            3043.914            3041.236           -360.2859 
 389.22             2841.51             3096.923            3041.836            3085.276            3050.707            3044.552            3041.896           -255.4131 
 389.17             2787.62             3096.803            3042.271            3085.26             3051.059            3044.964            3042.331           -309.1826 
 389.12             2667.06             3096.808            3042.823            3085.37             3051.531            3045.494            3042.883           -429.7478 
 389.07             2881.36             3097.085            3043.638            3085.749            3052.266            3046.287            3043.697           -215.7246 
 389.02             3043.99             3096.906            3043.99             3085.671            3052.539            3046.617            3044.049           -52.91577 
