B.E.(eV)           Raw Intensity       Peak Sum            Background          Peak 1              Peak 2              Peak 3              Peak 4              Peak 5              Peak 6              difference
 18.62              275.55              312.5435            152.1394            152.2351            152.4525            152.5864            153.7687            163.114             299.0839           -36.99347 
 18.57              286.259             309.3152            151.8386            151.935             152.1543            152.2911            153.4986            163.6873            294.942            -23.05618 
 18.52              293.541             306.2429            151.511             151.6081            151.8293            151.969             153.2026            164.339             290.8502           -12.70193 
 18.47              272.445             303.3464            151.1649            151.2626            151.4858            151.6285            152.8889            165.0889            286.8162           -30.90137 
 18.42              252.833             300.7071            150.8693            150.9677            151.1929            151.3387            152.6267            166.0186            282.9091           -47.8741 
 18.37              276.138             298.3345            150.6208            150.7199            150.9471            151.096             152.4126            167.1378            279.1251           -22.1965 
 18.32              297.231             296.1377            150.3149            150.4147            150.6439            150.7961            152.142             168.3563            275.3593            1.093292 
 18.27              281.769             294.1364            149.9568            150.0574            150.2886            150.4441            151.8204            169.6936            271.6166           -12.3674 
 18.22              270.604             292.4342            149.6356            149.7369            149.9702            150.129             151.5366            171.2541            267.9854           -21.83017 
 18.17              305.486             291.0359            149.3408            149.4428            149.6782            149.8405            151.2804            173.0429            264.455             14.45013 
 18.12              296.591             289.8447            148.9603            149.063             149.3005            149.4664            150.9397            174.9638            260.9125            6.746277 
 18.07              290.684             288.9826            148.6004            148.7039            148.9436            149.1132            150.621             177.1395            257.4637            1.701385 
 18.02              315.958             288.4578            148.2542            148.3584            148.6003            148.7736            150.3171            179.5784            254.101             27.50018 
 17.97              270.016             288.2094            147.8455            147.9505            148.1946            148.3717            149.9521            182.2205            250.7475           -18.19342 
 17.92              288.607             288.4252            147.5477            147.6535            147.8999            148.0809            149.6995            185.2541            247.576             .1818237 
 17.87              311.329             288.9618            147.2039            147.3105            147.5592            147.7442            149.4024            188.5367            244.4287            22.36722 
 17.82              306.663             289.8216            146.804             146.9113            147.1623            147.3514            149.0506            192.0714            241.2945            16.84137 
 17.77              331.293             291.0823            146.4144            146.5225            146.7758            146.9692            148.7109            195.9364            238.2393            40.21072 
 17.72              337.907             292.6819            145.9638            146.0727            146.3284            146.5261            148.312             200.0708            235.1908            45.22516 
 17.67              310.616             294.6712            145.496             145.6058            145.8639            146.066             147.8977            204.526             232.1919            15.94476 
 17.62              310.036             297.138             145.0936            145.2042            145.4648            145.6714            147.5509            209.3905            229.3242            12.89804 
 17.57              364.898             300.0194            144.6916            144.803             145.0661            145.2774            147.2065            214.6026            226.5218            64.87863 
 17.52              365.374             303.1793            144.1549            144.2672            144.5328            144.7489            146.7298            220.0266            223.6487            62.19467 
 17.47              322.597             306.746             143.6158            143.7289            143.997             144.2181            146.2531            225.7918            220.8359            15.85101 
 17.42              328.035             310.8168            143.1796            143.2936            143.5643            143.7904            145.8821            231.9963            218.1881            17.21823 
 17.37              343.205             315.2629            142.7291            142.8439            143.1173            143.3485            145.4996            238.512             215.5869            27.94211 
 17.32              331.297             320.0449            142.2405            142.3562            142.6322            142.8688            145.0823            245.3005            213.0073            11.25211 
 17.27              314.958             325.2083            141.7797            141.8963            142.1751            142.4171            144.6963            252.4079            210.5143           -10.25031 
 17.22              367.803             330.74              141.3577            141.4752            141.7567            142.0043            144.3528            259.8218            208.1177            37.06302 
 17.17              359.676             336.4419            140.8058            140.9242            141.2085            141.4618            143.8838            267.3447            205.6479            23.23407 
 17.12              330.992             342.429             140.2724            140.3918            140.6788            140.9381            143.438             275.0923            203.2521           -11.43701 
 17.07              372.681             348.7134            139.8076            139.9279            140.2178            140.4831            143.0661            283.0772            200.9792            23.96759 
 17.02              378.663             355.0806            139.2401            139.3613            139.6542            139.9257            142.5974            291.0854            198.6569            23.5824 
 16.97              388.415             361.5705            138.6565            138.7787            139.0746            139.3524            142.1195            299.1572            196.3708            26.84448 
 16.92              389.552             368.1219            138.0479            138.171             138.4698            138.7543            141.6238            307.2316            194.1106            21.43008 
 16.87              355.658             374.7002            137.4349            137.559             137.8609            138.1521            141.1325            315.274             191.8962           -19.04224 
 16.82              400.472             381.3315            136.9031            137.0282            137.3332            137.6313            140.7318            323.3108            189.8116            19.14047 
 16.77              406.307             387.7604            136.2607            136.3869            136.695             137.0002            140.2316            331.0861            187.6643            18.5466 
 16.72              365.082             394.0158            135.6026            135.7297            136.041             136.3536            139.7279            338.6287            185.5479           -28.93384 
 16.67              337.891             400.143             135.0433            135.1715            135.486             135.8062            139.3372            345.983             183.5758           -62.25201 
 16.62              396.699             406.0374            134.549             134.6782            134.996             135.3239            139.0273            353.0437            181.7131           -9.338379 
 16.57              429.36              411.4177            133.9101            134.0403            134.3615            134.6973            138.5911            359.5286            179.7492            17.94232 
 16.52              407.351             416.2748            133.19              133.3213            133.6458            133.9899            138.0942            365.4271            177.7464           -8.923828 
 16.47              402.933             420.6715            132.5219            132.6543            132.9822            133.3347            137.6726            370.8003            175.8367           -17.73846 
 16.42              425.278             424.4965            131.8628            131.9963            132.3278            132.689             137.2864            375.5348            173.9762            .7815552 
 16.37              434.038             427.621             131.1477            131.2823            131.6173            131.9875            136.8741            379.4995            172.0988            6.417023 
 16.32              392.537             430.0207            130.4095            130.5453            130.8839            131.2633            136.4723            382.6674            170.2363           -37.4837 
 16.27              397.423             431.7687            129.7707            129.9076            130.2498            130.6387            136.2078            385.1082            168.5102           -34.34573 
 16.22              417.767             432.7132            129.1184            129.2564            129.6024            130.0011            135.9725            386.6664            166.8066           -14.94617 
 16.17              438.195             432.7887            128.4149            128.5541            128.9039            129.3126            135.7336            387.2725            165.0868            5.406311 
 16.12              396.295             431.9807            127.66              127.8003            128.1539            128.573             135.4967            386.9072            163.3495           -35.68573 
 16.07              476.13              430.4404            127.0053            127.1468            127.5043            127.9341            135.4196            385.7166            161.7455            45.68958 
 16.02              491.253             427.885             126.1544            126.2972            126.6586            127.0994            135.2124            383.4121            159.9774            63.36801 
 15.97              499.636             424.4988            125.2646            125.4086            125.7741            126.2262            135.0396            380.1721            158.2014            75.13715 
 15.92              410.212             420.3385            124.3522            124.4974            124.867             125.3309            134.925             376.0463            156.4331           -10.1265 
 15.87              396.463             415.6941            123.6556            123.802             124.1758            124.6517            135.1152            371.3175            154.9097           -19.23111 
 15.82              407.527             410.4432            122.9907            123.1384            123.5165            124.0048            135.4349            365.8557            153.4466           -2.916229 
 15.77              399.612             404.5951            122.2973            122.4463            122.8286            123.3298            135.8326            359.6618            151.9823           -4.983063 
 15.72              406.499             398.271             121.6214            121.7717            122.1584            122.6729            136.364             352.8487            150.5623            8.227997 
 15.67              386.487             391.5147            120.9272            121.0788            121.47              121.9981            137.0029            345.451             149.1497           -5.02771 
 15.62              373.457             384.4736            120.2799            120.4329            120.8286            121.3709            137.8248            337.607             147.809            -11.01663 
 15.57              357.995             377.2137            119.6629            119.8172            120.2176            120.7745            138.823             329.3733            146.5228           -19.21875 
 15.52              433.497             369.8236            119.0821            119.2378            119.6428            120.2147            140.0139            320.8287            145.296             63.67343 
 15.47              390                 362.1624            118.3158            118.4729            118.8827            119.4702            141.1861            311.823             143.9065            27.83762 
 15.42              378.816             354.5983            117.6537            117.8122            118.2268            118.8305            142.6393            302.7149            142.6429            24.21774 
 15.37              370.148             347.1281            117.0172            117.1771            117.5967            118.2171            144.305             293.4921            141.4261            23.01996 
 15.32              350.436             339.8173            116.4003            116.5617            116.9863            117.6239            146.1863            284.2114            140.2492            10.61874 
 15.27              336.246             332.7601            115.8299            115.9928            116.4225            117.078             148.3191            274.9588            139.1385            3.485931 
 15.22              331.305             326.0053            115.2927            115.4571            115.892             116.566             150.6981            265.7757            138.08              5.299713 
 15.17              316.939             319.5875            114.7663            114.9321            115.3723            116.0655            153.308             256.6903            137.0506           -2.648529 
 15.12              300.72              313.5812            114.2736            114.4409            114.8866            115.5996            156.1774            247.7719            136.0726           -12.86124 
 15.07              345.822             308.0367            113.8192            113.9881            114.4392            115.1728            159.3158            239.0666            135.15              37.78525 
 15.02              333.189             302.844             113.2538            113.4243            113.881             114.636             162.5765            230.4622            134.1329            30.34497 
 14.97              341.092             298.1763            112.7177            112.8899            113.3522            114.1295            166.1016            222.1309            133.1609            42.91568 
 14.92              260.876             294.0104            112.1612            112.3349            112.8031            113.6035            169.8404            214.0507            132.1837           -33.13443 
 14.87              250.516             290.5807            111.7987            111.9741            112.4482            113.2727            174.0049            206.4592            131.4153           -40.06474 
 14.82              287.347             287.7308            111.4607            111.6377            112.1178            112.9674            178.4203            199.2054            130.6855           -.3837891 
 14.77              319.096             285.3521            111.032             111.2107            111.697             112.5728            182.9644            192.1886            129.8787            33.74387 
 14.72              292.841             283.4569            110.5249            110.7054            111.1979            112.101             187.6395            185.4312            129.0066            9.384125 
 14.67              282.377             282.1797            110.0806            110.2628            110.7617            111.6935            192.5742            179.0808            128.2099            .1972656 
 14.62              275.89              281.4696            109.6607            109.8446            110.35              111.3118            197.715             173.1019            127.4497           -5.57959 
 14.57              290.332             281.298             109.2556            109.4413            109.9533            110.9467            203.0342            167.4844            126.7161            9.033966 
 14.52              308.828             281.5894            108.8143            109.0018            109.5205            110.5472            208.4597            162.174             125.9575            27.23865 
 14.47              299.536             282.3036            108.3268            108.5162            109.0418            110.1036            213.9582            157.1544            125.1635            17.23242 
 14.42              303.397             283.4732            107.8608            108.0521            108.5847            109.6836            219.5705            152.4851            124.4014            19.9238 
 14.37              311.845             285.0261            107.3843            107.5774            108.1172            109.2555            225.2353            148.1235            123.6387            26.81894 
 14.32              288.219             286.9067            106.886             107.081             107.6281            108.8083            230.9091            144.0463            122.8638            1.312286 
 14.27              275.022             289.1449            106.444             106.6411            107.1955            108.4204            236.6352            140.3184            122.1545           -14.12289 
 14.22              314.27              291.6637            106.0332            106.2322            106.7943            108.0671            242.3513            136.8998            121.4851            22.60629 
 14.17              305.57              294.2803            105.5257            105.7267            106.2965            107.6207            247.8897            133.6476            120.7276            11.28967 
 14.12              330.936             297.054             105.0382            105.2413            105.8189            107.1985            253.3253            130.6628            119.9982            33.88202 
 14.07              334.206             299.8421            104.4877            104.6928            105.2785            106.718             258.5312            127.8462            119.2136            34.36389 
 14.02              326.182             302.6373            103.9278            104.135             104.729             106.2335            263.5158            125.2357            118.4272            23.54474 
 13.97              327.943             305.4051            103.3861            103.5955            104.1979            105.7731            268.2603            122.8428            117.6662            22.53793 
 13.92              334.954             308.0594            102.8389            103.0504            103.6613            105.3138            272.6935            120.6282            116.9064            26.89462 
 13.87              323.778             310.5258            102.2732            102.4869            103.1066            104.8437            276.7556            118.5639            116.135             13.2522 
 13.82              312.853             312.7883            101.7333            101.9493            102.5779            104.4079            280.4444            116.6797            115.3957            6.466675E-02 
 13.77              345.502             314.7885            101.2188            101.4371            102.0748            104.0071            283.7145            114.9612            114.6878            30.7135 
 13.72              304.578             316.3661            100.6235            100.8441            101.4911            103.5364            286.4178            113.2891            113.905            -11.78809 
 13.67              345.914             317.6502            100.1264            100.3494            101.0059            103.1762            288.6946            111.8302            113.2261            28.26376 
 13.62              342.449             318.397             99.5274             99.75275            100.419             102.7278            290.3112            110.3727            112.4506            24.05203 
 13.57              309.636             318.678             98.93538            99.16315            99.83932            102.3019            291.3486            109.0148            111.6872           -9.042053 
 13.52              329.212             318.5358            98.42188            98.65211            99.33843            101.9719            291.8572            107.8182            111.0073            10.67624 
 13.47              325.986             317.8221            97.85941            98.09215            98.78885            101.6124            291.6962            106.6463            110.2832            8.16391 
 13.42              305.658             316.5811            97.30344            97.53873            98.24604            101.2813            290.9156            105.5463            109.5702           -10.92307 
 13.37              324.89              314.8521            96.79565            97.03353            97.75169            101.0226            289.5602            104.5525            108.9097            10.0379 
 13.32              286.359             312.546             96.23976            96.48027            97.20953            100.743             287.5449            103.5618            108.2053           -26.18695 
 13.27              296.763             309.8191            95.77641            96.0196             96.7602             100.5859            285.0293            102.7086            107.5975           -13.05606 
 13.22              273.786             306.5759            95.28659            95.53249            96.28471            100.4357            281.9203            101.8687            106.967            -32.78992 
 13.17              276.014             302.9285            94.85156            95.10023            95.86432            100.3771            278.3314            101.1183            106.3951           -26.91452 
 13.12              296.086             298.8522            94.41005            94.66154            95.43777            100.3525            274.2385            100.3919            105.8202           -2.766174 
 13.07              295.626             294.3446            93.91853            94.17288            94.96155            100.3225            269.6395            99.64223            105.1987            1.281372 
 13.02              275.518             289.5009            93.42696            93.68421            94.48561            100.3412            264.6284            98.91587            104.5804           -13.98291 
 12.97              270.492             284.4161            92.98318            93.2434             94.05783            100.4609            259.2991            98.25775            104.013            -13.9241 
 12.92              269.74              279.1027            92.55057            92.8138             93.64157            100.6496            253.662             97.62867            103.4598           -9.362671 
 12.87              246.963             273.6               92.11873            92.38503            93.22646            100.9019            247.754             97.01604            102.9103           -26.63704 
 12.82              245.27              268.0116            91.74136            92.01077            92.86621            101.2764            241.6754            96.4716             102.418            -22.74156 
 12.77              249.584             262.3354            91.3672             91.63979            92.50957            101.7271            235.4209            95.94245            101.9316           -12.75136 
 12.72              249.976             256.6044            90.9816             91.25742            92.14189            102.2445            229.0198            95.41246            101.4363           -6.628372 
 12.67              240.556             250.8747            90.59412            90.87321            91.77276            102.8436            222.5242            94.88998            100.9415           -10.31873 
 12.62              245.254             245.2148            90.22864            90.51109            91.42606            103.5536            215.9983            94.3978             100.4712            3.915405E-02 
 12.57              257.531             239.6327            89.85083            90.13668            91.06749            104.3453            209.4459            93.90067            99.99076            17.89835 
 12.52              248.143             234.1496            89.44217            89.73149            90.67853            105.2055            202.8839            93.37928            99.48168            13.99344 
 12.47              248.876             228.8552            89.05539            89.34824            90.31193            106.1918            196.3979            92.88568            98.99658            20.0208 
 12.42              275.702             223.7594            88.66589            88.96234            89.94312            107.2843            189.9935            92.39469            98.51079            51.94264 
 12.37              239.568             218.8296            88.21007            88.51019            89.50848            108.4239            183.6346            91.8422             97.9606             20.73842 
 12.32              224.326             214.2471            87.84119            88.14503            89.16131            109.7676            177.4988            91.38103            97.49924            10.07887 
 12.27              248.711             209.9861            87.50856            87.81621            88.85095            111.2683            171.5574            90.96014            97.07594            38.72485 
 12.22              242.733             205.9713            87.11569            87.42722            88.48091            112.8324            165.7324            90.4827             96.59415            36.76172 
 12.17              235.57              202.2943            86.73642            87.05189            88.12505            114.5357            160.1139            90.02226            96.12761            33.27571 
 12.12              221.505             198.9726            86.3737             86.69319            87.78635            116.3827            154.718             89.58154            95.67925            22.53244 
 12.07              221.349             196.0338            86.04437            86.36796            87.48166            118.3907            149.5723            89.17715            95.26585            25.31525 
 12.02              232.013             193.4515            85.71461            86.04238            87.17719            120.5254            144.651             88.7751             94.85352            38.56148 
 11.97              211.669             191.2033            85.35807            85.69009            86.84661            122.759             139.9333            88.34884            94.41585            20.46567 
 11.92              194.43              189.3653            85.05024            85.3866             86.56543            125.1646            135.4979            87.97373            94.0283             5.064667 
 11.87              212.445             187.9273            84.78367            85.12447            86.32623            127.7307            131.3387            87.6422             93.68337            24.51768 
 11.82              230.12              186.7976            84.47255            84.81786            86.04322            130.3667            127.369             87.26828            93.2952             43.32242 
 11.77              208.627             185.9679            84.11758            84.46751            85.71714            133.067             123.5871            86.8526             92.86446            22.6591 
 11.72              245.174             185.5217            83.81415            84.16877            85.44338            135.9193            120.0841            86.49041            92.48648            59.65233 
 11.67              208.992             185.303             83.42089            83.7803             85.08064            138.7733            116.713             86.04028            92.01987            23.689 
 11.62              193.589             185.4717            83.11486            83.47916            84.80598            141.7958            113.6443            85.67917            91.64163            8.117294 
 11.57              190.66              185.9578            82.84562            83.21492            84.569              144.9244            110.8197            85.35656            91.3013             4.70224 
 11.52              168.115             186.7089            82.58286            82.95725            84.33943            148.1156            108.2003            85.04208            90.96854           -18.59392 
 11.47              214.138             187.7493            82.3744             82.754              84.16512            151.4029            105.8247            84.78345            90.69113            26.38875 
 11.42              223.645             188.886             82.05328            82.43819            83.87915            154.6033            103.516             84.41368            90.30207            34.75902 
 11.37              219.064             190.1805            81.70821            82.09853            83.57025            157.7882            101.3531            84.02139            89.89005            28.88351 
 11.32              217.071             191.6383            81.37346            81.76933            83.27277            160.9734            99.35992            83.64082            89.48933            25.43272 
 11.27              207.947             193.2228            81.04275            81.44427            82.98044            164.1328            97.51984            83.26561            89.09357            14.72421 
 11.22              187.083             194.9205            80.73347            81.14076            82.71071            167.2631            95.83997            82.91312            88.72015           -7.837479 
 11.17              195.658             196.7279            80.47428            80.88748            82.49229            170.371             94.33888            82.61195            88.39772           -1.06987 
 11.12              226.214             198.5408            80.19356            80.61279            82.25359            173.362             92.9351             82.29044            88.05461            27.67323 
 11.07              193.834             200.2724            79.83769            80.26309            81.94107            176.159             91.56549            81.89493            87.6372            -6.43837 
 11.02              202.101             202.0426            79.55987            79.99156            81.70796            178.8912            90.37408            81.57855            87.29865            5.834961E-02 
 10.97              208.303             203.7197            79.26122            79.69936            81.45544            181.4353            89.25325            81.24241            86.94007            4.583267 
 10.92              209.94              205.276             78.94673            79.39146            81.1886             183.7719            88.19974            80.89146            86.56644            4.664047 
 10.87              209.724             206.6906            78.62749            79.07895            80.91853            185.8882            87.21684            80.53673            86.1888             3.033356 
 10.82              179.452             207.9379            78.30799            78.76634            80.64985            187.7655            86.30178            80.1827             85.81165           -28.48587 
 10.77              199.868             209.0621            78.06149            78.52689            80.45584            189.4549            85.52104            79.90258            85.50822           -9.194061 
 10.72              217.679             209.9135            77.76463            78.23724            80.21325            190.813             84.74501            79.573              85.15514            7.765488 
 10.67              234.13              210.4746            77.42365            77.90363            79.92838            191.8279            83.97413            79.20013            84.75863            23.65543 
 10.62              207.111             210.728             77.04173            77.52927            79.60451            192.4875            83.20633            78.78717            84.32186           -3.617035 
 10.57              229.576             210.7629            76.72473            77.22001            79.34757            192.8857            82.54265            78.43992            83.95067            18.81314 
 10.52              233.473             210.4459            76.35222            76.85541            79.03724            192.8936            81.85828            78.03793            83.52461            23.02708 
 10.47              199.5               209.8139            75.96929            76.48059            78.7187             192.5516            81.19438            77.62627            83.08878           -10.31387 
 10.42              185.31              208.955             75.66824            76.18784            78.48436            191.9516            80.63968            77.2972             82.73544           -23.64499 
 10.37              183.237             207.8217            75.40102            75.92914            78.28629            191.0493            80.14297            77.00267            82.41654           -24.58473 
 10.32              178.367             206.3895            75.13821            75.67505            78.09516            189.8225            79.67197            76.71322            82.10265           -28.02248 
 10.27              172.285             204.6739            74.88663            75.4324             77.91794            188.2895            79.23099            76.43565            81.80057           -32.38885 
 10.22              182.717             202.6902            74.64926            75.20419            77.75773            186.4676            78.82076            76.17292            81.51327           -19.97319 
 10.17              190.392             200.4138            74.38589            74.9502             77.57446            184.3342            78.39911            75.8848             81.20053           -10.02182 
 10.12              213.277             197.8696            74.10316            74.67711            77.37495            181.9155            77.97094            75.57792            80.869              15.40736 
 10.07              194.638             195.0406            73.76398            74.34781            77.12223            179.1962            77.49762            75.21516            80.48154           -.4026489 
 10.02              197.975             192.0498            73.4694             74.06336            76.91753            176.3003            77.07887            74.89754            80.13922            5.925201 
 9.97               201.485             188.8664            73.16597            73.77033            76.70761            173.198             76.66007            74.57163            79.78857            12.61859 
 9.92               182.001             185.5134            72.85323            73.46827            76.49217            169.9133            76.23976            74.23693            79.42914           -3.512421 
 9.87               169.364             182.0706            72.58723            73.21322            76.32748            166.5266            75.87309            73.94947            79.11693           -12.70665 
 9.82               208.083             178.5451            72.35138            72.98862            76.19719            163.0454            75.54271            73.69265            78.83538            29.53789 
 9.77               214.278             174.835             72.02058            72.66939            75.97642            159.3685            75.12286            73.34137            78.45937            39.44301 
 9.72               189.48              171.0418            71.67388            72.33456            75.74448            155.5976            74.69199            72.97464            78.06794            18.43817 
 9.67               193.141             167.2631            71.38677            72.05965            75.57715            151.8306            74.32513            72.66795            77.73656            25.87787 
 9.62               205.334             163.4507            71.09004            71.77547            75.40553            148.0192            73.95261            72.35207            77.39603            41.88329 
 9.57               165.114             159.6036            70.76287            71.46119            75.20914            144.1627            73.55324            72.00618            77.02553            5.510361 
 9.52               159.808             155.8686            70.53293            71.24451            75.11602            140.4077            73.25437            71.75793            76.75269            3.939438 
 9.47               141.393             152.1781            70.31535            71.04056            75.04172            136.6866            72.97086            71.52243            76.49266           -10.78513 
 9.42               177.775             148.5809            70.14212            70.88137            75.01871            133.0479            72.73444            71.33167            76.27742            29.19405 
 9.37               167.747             144.9587            69.87981            70.6335             74.91409            129.373             72.41147            71.05221            75.97353            22.78825 
 9.32               161.465             141.4383            69.64129            70.40984            74.84136            125.7882            72.11464            70.79691            75.69385            20.02667 
 9.27               149.808             138.0234            69.41751            70.20138            74.79218            122.2966            71.83474            70.5567             75.42933            11.78462 
 9.22               164.582             134.7383            69.22159            70.02122            74.78054            118.922             71.58472            70.34469            75.19307            29.84367 
 9.17               158.311             131.5291            68.98919            69.80508            74.74312            115.6094            71.30015            70.09654            74.92075            26.78191 
 9.12               163.077             128.4559            68.7715             69.60413            74.73232            112.4179            71.03207            69.86343            74.66353            34.62108 
 9.07               153.333             125.5               68.54166            69.39156            74.72281            109.3273            70.75356            69.61849            74.39455            27.83303 
 9.02               142.301             122.7036            68.33501            69.20271            74.75172            106.3782            70.49982            69.39705            74.14915            19.59737 
 8.97               129.996             120.0762            68.15475            69.04082            74.82452            103.5778            70.274              69.20229            73.93053            9.919777 
 8.92               136.238             117.6265            68.00404            68.90905            74.94714            100.9322            70.07916            69.03737            73.74182            18.61147 
 8.87               124.042             115.3146            67.83774            68.76231            75.07789            98.39786            69.87012            68.85715            73.5379             8.727448 
 8.82               140.644             113.19              67.70077            68.64555            75.26591            96.02046            69.69173            68.70654            73.36368            27.45396 
 8.77               126.263             111.1878            67.52299            68.48864            75.4463             93.72961            69.47379            68.5154             73.14902            15.07521 
 8.72               128.543             109.3884            67.37984            68.36704            75.70094            91.59944            69.29166            68.35914            72.96933            19.15462 
 8.67               114.778             107.7572            67.23077            68.24026            75.99722            89.58752            69.10478            68.19723            72.78409            7.020775 
 8.62               122.433             106.3404            67.1149             68.14743            76.38387            87.73023            68.95219            68.06876            72.63238            16.09263 
 8.57               107.219             105.0941            66.98008            68.03645            76.8205             85.97215            68.78172            67.92158            72.46207            2.124939 
 8.52               107.535             104.0844            66.88201            67.96305            77.37694            84.36517            68.64902            67.81139            72.32884            3.450653 
 8.47               119.604             103.2861            66.78294            67.88951            78.03242            82.8672             68.51628            67.70042            72.19495            16.3179 
 8.42               117.359             102.6862            66.65421            67.78722            78.77846            81.44497            68.35484            67.56003            72.03173            14.67278 
 8.37               121.313             102.3384            66.53063            67.69104            79.67369            80.1284             68.19946            67.42501            71.87399            18.97458 
 8.32               101.293             102.2504            66.39712            67.58592            80.7309             78.89725            68.035              67.28027            71.70663           -.9573975 
 8.27               99.96               102.5076            66.31207            67.53032            82.04076            77.80474            67.91987            67.1842             71.58807           -2.5476 
 8.22               106.054             103.0964            66.23007            67.47886            83.59505            76.80006            67.80859            67.09138            71.47285            2.957573 
 8.17               104.038             104.0357            66.13301            67.41349            85.4178             75.85983            67.68303            66.98371            71.34288            2.319336E-03 
 8.12               81.3685             105.3873            66.04063            67.35402            87.57622            74.99847            67.5629             66.88091            71.21791           -24.01876 
 8.07               114.562             107.2491            66.00328            67.35085            90.17336            74.26115            67.49854            66.83332            71.14825            7.312927 
 8.02               117.959             109.5379            65.88493            67.26801            93.13105            73.50681            67.35388            66.70493            70.99791            8.421082 
 7.97               128.571             112.3842            65.75803            67.17803            96.58458            72.80291            67.20134            66.56815            70.83929            16.18683 
 7.92               115.17              115.8324            65.60494            67.06336            100.5831            72.12717            67.02328            66.40537            70.6548            -.6623993 
