B.E.(eV)           Raw Intensity       Peak Sum            Background          Peak 1              Peak 2              Peak 3              Peak 4              Peak 5              Peak 6              difference
 29.62              467.511             442.1623            393.1587            393.1985            393.2496            393.2484            393.3356            393.4354            441.4884            25.34869 
 29.57              455.718             443.3961            392.9518            392.9918            393.0431            393.042             393.1298            393.2306            442.7181            12.32184 
 29.52              475.398             444.7095            392.7773            392.8173            392.8689            392.8678            392.9563            393.0581            444.0273            30.68848 
 29.47              416.375             446.0162            392.5474            392.5876            392.6395            392.6384            392.7276            392.8303            445.3298           -29.6412 
 29.42              392.745             447.536             392.4811            392.5215            392.5736            392.5726            392.6624            392.7661            446.8454           -54.79105 
 29.37              448.571             449.1723            392.4804            392.5209            392.5732            392.5724            392.6628            392.7675            448.4773           -.6012878 
 29.32              448.639             450.7053            392.3243            392.3651            392.4176            392.4168            392.5079            392.6136            450.006            -2.066284 
 29.27              472.049             452.2909            392.1677            392.2086            392.2613            392.2606            392.3524            392.4591            451.5872            19.75812 
 29.22              461.309             453.8654            391.9454            391.9865            392.0395            392.0389            392.1313            392.2391            453.1573            7.443634 
 29.17              505.098             455.5245            391.7524            391.7936            391.8469            391.8464            391.9395            392.0483            454.812             49.57349 
 29.12              496.967             457.1181            391.4371            391.4785            391.532             391.5316            391.6254            391.7352            456.4011            39.84888 
 29.07              499.172             458.7914            391.1436            391.1851            391.2389            391.2385            391.333             391.4439            458.0698            40.38062 
 29.02              488.527             460.5168            390.843             390.8847            390.9388            390.9385            391.0336            391.1457            459.7906            28.01022 
 28.97              485.974             462.3312            390.5713            390.6131            390.6674            390.6672            390.7631            390.8763            461.6004            23.64279 
 28.92              486.839             464.2132            390.3058            390.3479            390.4024            390.4023            390.4989            390.6132            463.4777            22.62576 
 28.87              487.223             466.1546            390.0373            390.0795            390.1343            390.1343            390.2316            390.347             465.4144            21.06839 
 28.82              480.88              468.1578            389.7669            389.8093            389.8643            389.8644            389.9625            390.079             467.4128            12.72217 
 28.77              463.745             470.2426            389.5135            389.556             389.6113            389.6115            389.7103            389.828             469.4928           -6.49762 
 28.72              419.124             472.4401            389.3069            389.3497            389.4052            389.4055            389.505             389.624             471.6854           -53.31613 
 28.67              447.195             474.8281            389.224             389.2669            389.3228            389.3231            389.4234            389.5435            474.0684           -27.63306 
 28.62              504.958             477.2054            389.0627            389.1058            389.1619            389.1624            389.2634            389.3848            476.4408            27.75262 
 28.57              501.497             479.4905            388.7403            388.7836            388.84              388.8405            388.9423            389.0649            478.7209            22.00647 
 28.52              499.508             481.8542            388.4266            388.4701            388.5267            388.5274            388.63              388.7538            481.0794            17.65384 
 28.47              512.585             484.2934            388.1176            388.1612            388.2181            388.2189            388.3223            388.4474            483.5135            28.29166 
 28.42              517.991             486.7668            387.7714            387.8152            387.8723            387.8732            387.9774            388.1038            485.9818            31.22418 
 28.37              549.492             489.297             387.4091            387.4531            387.5106            387.5115            387.6165            387.7442            488.5067            60.19501 
 28.32              540.912             491.8119            386.9582            387.0023            387.0601            387.0612            387.167             387.296             491.0163            49.10007 
 28.27              509.86              494.4236            386.5299            386.5742            386.6322            386.6334            386.7401            386.8704            493.6227            15.43637 
 28.22              545.83              497.1955            386.1868            386.2313            386.2896            386.2909            386.3983            386.5301            496.3892            48.63449 
 28.17              550.376             499.9421            385.7427            385.7874            385.846             385.8474            385.9557            386.0888            499.1303            50.4339 
 28.12              568.583             502.7511            385.2847            385.3296            385.3884            385.39              385.4991            385.6336            501.9338            65.83191 
 28.07              528.679             505.5853            384.7747            384.8198            384.879             384.8806            384.9906            385.1266            504.7624            23.09372 
 28.02              572.093             508.6064            384.3744            384.4196            384.4791            384.4809            384.5917            384.7291            507.7779            63.4866 
 27.97              569.388             511.584             383.8522            383.8976            383.9574            383.9592            384.071             384.2099            510.7497            57.80402 
 27.92              595.21              514.6459            383.336             383.3817            383.4417            383.4437            383.5563            383.6967            513.8059            80.56409 
 27.87              537.951             517.7135            382.7466            382.7924            382.8528            382.8549            382.9684            383.1103            516.8677            20.23749 
 27.82              511.757             521.0182            382.3148            382.3609            382.4215            382.4237            382.5382            382.6816            520.1664           -9.2612 
 27.77              521.905             524.4739            381.9547            382.0009            382.0619            382.0642            382.1796            382.3246            523.6162           -2.568848 
 27.72              532.357             527.9802            381.5654            381.6118            381.673             381.6755            381.7918            381.9384            527.1165            4.37677 
 27.67              572.273             531.536             381.1458            381.1925            381.254             381.2566            381.3739            381.522             530.6663            40.737 
 27.62              624.258             535.0597            380.6141            380.6609            380.7228            380.7256            380.8438            380.9935            534.1837            89.1983 
 27.57              639.92              538.5173            379.9363            379.9834            380.0455            380.0484            380.1676            380.319             537.6351            101.4026 
 27.52              579.7               542.009             379.2131            379.2603            379.3228            379.3258            379.4459            379.599             541.1206            37.69098 
 27.47              602.533             545.7461            378.6553            378.7027            378.7655            378.7686            378.8898            379.0446            544.8513            56.78693 
 27.42              640.792             549.4974            378.0325            378.0801            378.1432            378.1465            378.2686            378.4252            548.5962            91.29456 
 27.37              597.111             553.2197            377.3015            377.3494            377.4128            377.4162            377.5394            377.6976            552.312             43.8913 
 27.32              640.476             557.1402            376.69              376.738             376.8018            376.8054            376.9295            377.0896            556.2259            83.33582 
 27.27              611.813             561.0164            375.9562            376.0044            376.0685            376.0722            376.1974            376.3593            560.0955            50.79657 
 27.22              613.485             565.0481            375.3               375.3485            375.4129            375.4167            375.543             375.7068            564.1204            48.43689 
 27.17              624.186             569.15              374.6374            374.6861            374.7508            374.7548            374.8821            375.0477            568.2155            55.03595 
 27.12              614.682             573.2965            373.9432            373.9921            374.0571            374.0613            374.1897            374.3572            572.3551            41.3855 
 27.07              649.044             577.5428            373.2735            373.3226            373.3879            373.3923            373.5218            373.6912            576.5945            71.50116 
 27.02              609.736             581.7659            372.5063            372.5556            372.6213            372.6258            372.7564            372.9278            580.8105            27.97015 
 26.97              620.424             586.1696            371.8463            371.8958            371.9619            371.9665            372.0982            372.2716            585.207             34.25446 
 26.92              687.279             590.6136            371.1548            371.2045            371.2709            371.2757            371.4086            371.584             589.6438            96.66541 
 26.87              636.042             594.9404            370.2753            370.3253            370.392             370.397             370.531             370.7084            593.9634            41.10156 
 26.82              689.804             599.4772            369.536             369.5862            369.6533            369.6584            369.7935            369.9731            598.4927            90.32684 
 26.77              656.487             603.9299            368.645             368.6954            368.7628            368.7682            368.9044            369.0861            602.938             52.55707 
 26.72              656.198             608.5396            367.8442            367.8949            367.9626            367.9681            368.1056            368.2894            607.54              47.65845 
 26.67              672.817             613.2123            367.0421            367.0929            367.161             367.1667            367.3054            367.4914            612.2051            59.60474 
 26.62              672.605             617.8995            366.1914            366.2425            366.311             366.3168            366.4567            366.645             616.8846            54.70551 
 26.57              693.217             622.6462            365.339             365.3903            365.4592            365.4651            365.6063            365.7968            621.6235            70.57074 
 26.52              678.707             627.3921            364.4268            364.4784            364.5476            364.5538            364.6962            364.889             626.3615            51.31488 
 26.47              679.956             632.2329            363.5525            363.6043            363.6739            363.6802            363.8239            364.019             631.1942            47.72308 
 26.42              696.046             637.1224            362.6723            362.7243            362.7943            362.8008            362.9457            363.1432            636.0756            58.92358 
 26.37              663.918             642.0171            361.7449            361.7971            361.8674            361.8742            362.0204            362.2203            640.962             21.90094 
 26.32              662.025             647.0488            360.9042            360.9567            361.0274            361.0343            361.1819            361.3843            645.9855            14.9762 
 26.27              682.721             652.1308            360.0666            360.1193            360.1903            360.1975            360.3463            360.5512            651.059             30.59021 
 26.22              666.663             657.1978            359.1689            359.2219            359.2934            359.3007            359.4509            359.6583            656.1174            9.465271 
 26.17              718.347             662.3488            358.3135            358.3667            358.4385            358.446             358.5976            358.8077            661.2597            55.99823 
 26.12              722.345             667.3927            357.3119            357.3653            357.4376            357.4453            357.5982            357.8109            666.2949            54.95227 
 26.07              698.179             672.4592            356.2964            356.3501            356.4227            356.4306            356.585             356.8003            671.3525            25.71979 
 26.02              742.901             677.623             355.3453            355.3992            355.4722            355.4804            355.6361            355.8542            676.5073            65.27802 
 25.97              749.184             682.6898            354.2671            354.3213            354.3947            354.403             354.5602            354.7811            681.5651            66.4942 
 25.92              709.464             687.7626            353.1685            353.2229            353.2967            353.3053            353.4639            353.6876            686.6285            21.70142 
 25.87              705.85              692.9658            352.1773            352.2319            352.3062            352.3149            352.4751            352.7016            691.8225            12.88416 
 25.82              770.86              698.1964            351.1934            351.2483            351.3229            351.3319            351.4936            351.723             697.0436            72.66357 
 25.77              787.843             703.2592            350.0259            350.0811            350.1561            350.1653            350.3284            350.5609            702.0968            84.58386 
 25.72              749.732             708.2841            348.8079            348.8633            348.9388            348.9482            349.1129            349.3484            707.1119            41.44794 
 25.67              774.814             713.4198            347.6925            347.7482            347.8241            347.8338            348                 348.2386            712.2379            61.39423 
 25.62              766.022             718.4872            346.5043            346.5602            346.6365            346.6465            346.8142            347.0559            717.2953            47.53479 
 25.57              754.862             723.5765            345.3372            345.3934            345.4701            345.4803            345.6497            345.8946            722.3745            31.28546 
 25.52              760.928             728.6898            344.1979            344.2544            344.3315            344.3419            344.5129            344.7611            727.4775            32.23816 
 25.47              758.335             733.7755            343.0386            343.0953            343.1729            343.1835            343.3562            343.6076            732.5529            24.55951 
 25.42              750.676             738.8529            341.8832            341.9402            342.0182            342.0292            342.2035            342.4583            737.6198            11.82312 
 25.37              724.922             743.9317            340.746             340.8032            340.8817            340.8929            341.0688            341.3271            742.6879           -19.0097 
 25.32              765.266             749.0583            339.6772            339.7347            339.8136            339.8251            340.0028            340.2645            747.8036            16.20764 
 25.27              811.24              754.0438            338.4933            338.5511            338.6304            338.6421            338.8215            339.0869            752.7782            57.19617 
 25.22              801.248             758.868             337.1781            337.2361            337.3159            337.3279            337.5091            337.778             757.5913            42.37994 
 25.17              741.621             763.6812            335.8871            335.9454            336.0256            336.0379            336.2209            336.4935            762.3932           -22.06018 
 25.12              832.809             768.6167            334.7583            334.8169            334.8976            334.9102            335.0949            335.3713            767.3173            64.19232 
 25.07              815.182             773.2509            333.3727            333.4317            333.5128            333.5256            333.7122            333.9925            771.9398            41.93115 
 25.02              759.884             777.8802            332.0323            332.0916            332.1731            332.1862            332.3747            332.6589            776.5575           -17.99628 
 24.97              800.76              782.6052            330.8421            330.9016            330.9836            330.997             331.1874            331.4756            781.2705            18.15479 
 24.92              816.238             787.153             329.5348            329.5946            329.6771            329.6908            329.883             330.1753            785.8062            29.08502 
 24.87              812.001             791.5889            328.1808            328.2408            328.3239            328.3378            328.532             328.8284            790.2299            20.41205 
 24.82              818.375             795.963             326.8348            326.8952            326.9787            326.993             327.1891            327.4897            794.5914            22.41205 
 24.77              786.791             800.2397            325.4674            325.528             325.612             325.6266            325.8248            326.1297            798.8556           -13.44867 
 24.72              771.969             804.52              324.184             324.245             324.3294            324.3443            324.5445            324.8539            803.123            -32.55103 
 24.67              772.797             808.7515            322.9383            322.9995            323.0845            323.0997            323.3019            323.6158            807.3416           -35.95447 
 24.62              785.81              812.8856            321.6868            321.7483            321.8338            321.8493            322.0536            322.372             811.4625           -27.07562 
 24.57              773.137             816.8835            320.3957            320.4575            320.5434            320.5593            320.7657            321.0888            815.447            -43.74652 
 24.52              779.44              820.8106            319.1361            319.1983            319.2847            319.301             319.5095            319.8373            819.3605           -41.37061 
 24.47              770.804             824.609             317.8556            317.9181            318.005             318.0216            318.2323            318.565             823.1451           -53.80499 
 24.42              781.417             828.3146            316.5955            316.6583            316.7457            316.7627            316.9756            317.3132            826.8367           -46.89764 
 24.37              801.084             831.8688            315.3024            315.3655            315.4535            315.4707            315.6859            316.0286            830.3767           -30.78479 
 24.32              794.446             835.241             313.951             314.0144            314.1029            314.1205            314.338             314.6858            833.7344           -40.79498 
 24.27              782.405             838.4987            312.6143            312.678             312.767             312.785             313.0048            313.3579            836.9774           -56.09363 
 24.22              829.012             841.6517            311.3073            311.3713            311.4609            311.4792            311.7014            312.0598            840.1157           -12.63971 
 24.17              877.987             844.5319            309.8671            309.9315            310.0215            310.0403            310.2648            310.6288            842.9807            33.45514 
 24.12              809.028             847.127             308.2866            308.3513            308.4419            308.461             308.688             309.0575            845.5604           -38.09894 
 24.07              790.812             849.7599            306.8936            306.9586            307.0497            307.0692            307.2986            307.6739            848.1777           -58.94788 
 24.02              804.594             852.2847            305.5474            305.6127            305.7044            305.7243            305.9562            306.3373            850.6866           -47.69067 
 23.97              772.637             854.6079            304.159             304.2246            304.317             304.3372            304.5717            304.9588            852.9938           -81.97089 
 23.92              811.329             856.8518            302.8557            302.9217            303.0146            303.0352            303.2722            303.6654            855.2213           -45.52283 
 23.87              760.2               858.8156            301.4412            301.5075            301.6009            301.622             301.8616            302.261             857.1685           -98.61554 
 23.82              808.407             860.7443            300.1649            300.2316            300.3256            300.3471            300.5894            300.9951            859.0803           -52.33734 
 23.77              750.96              862.3578            298.751             298.818             298.9126            298.9345            299.1795            299.5918            860.6766           -111.3978 
 23.72              726.755             863.9457            297.493             297.5603            297.6555            297.6779            297.9256            298.3445            862.2469           -137.1907 
 23.67              805.158             865.4117            296.2988            296.3665            296.4622            296.485             296.7355            297.1613            863.6953           -60.25366 
 23.62              810.124             866.467             294.8832            294.9512            295.0476            295.0709            295.3242            295.7568            864.7326           -56.34302 
 23.57              819.884             867.3121            293.4498            293.5182            293.6151            293.6389            293.895             294.3348            865.5593           -47.42816 
 23.52              810.548             867.9301            291.9853            292.054             292.1515            292.1757            292.4348            292.8819            866.1586           -57.38208 
 23.47              762.637             868.3713            290.5427            290.6118            290.7099            290.7346            290.9966            291.4511            866.5808           -105.7343 
 23.42              776.323             868.7402            289.2293            289.2988            289.3975            289.4227            289.6877            290.1498            866.9304           -92.41724 
 23.37              840.468             868.8634            287.8743            287.9441            288.0434            288.0691            288.3372            288.807             867.0339           -28.39539 
 23.32              832.285             868.5983            286.337             286.4071            286.5071            286.5332            286.8045            287.2823            866.7489           -36.31335 
 23.27              845.426             868.1439            284.8182            284.8887            284.9893            285.0159            285.2904            285.7763            866.2741           -22.71783 
 23.22              855.602             867.4391            283.2586            283.3295            283.4308            283.4579            283.7355            284.2298            865.5487           -11.83716 
 23.17              877.263             866.491             281.6663            281.7376            281.8395            281.8672            282.1481            282.6508            864.5795            10.77197 
 23.12              841.004             865.2666            280.0094            280.081             280.1836            280.2118            280.496             281.0075            863.3337           -24.26257 
 23.07              813.946             863.9263            278.4488            278.5208            278.624             278.6527            278.9404            279.4608            861.9715           -49.98029 
 23.02              828.956             862.4443            276.959             277.0314            277.1353            277.1646            277.4557            277.9852            860.4673           -33.48828 
 22.97              827.075             860.704             275.4234            275.4962            275.6007            275.6306            275.9251            276.4641            858.7043           -33.62897 
 22.92              804.878             858.7524            273.8887            273.9619            274.0671            274.0975            274.3956            274.9442            856.7297           -53.87445 
 22.87              834.258             856.6469            272.4116            272.4851            272.591             272.622             272.9237            273.4821            854.6007           -22.38885 
 22.82              840.732             854.245             270.8485            270.9225            271.0291            271.0606            271.366             271.9345            852.1749           -13.513 
 22.77              818.743             851.6116            269.2631            269.3375            269.4448            269.4769            269.7861            270.3648            849.5172           -32.86865 
 22.72              824.682             848.8274            267.7345            267.8092            267.9172            267.95              268.263             268.8523            846.7081           -24.14539 
 22.67              820.064             845.8167            266.1851            266.2602            266.3689            266.4023            266.7191            267.3193            843.6722           -25.75269 
 22.62              778.083             842.6112            264.6442            264.7198            264.8292            264.8632            265.184             265.7953            840.4409           -64.5282 
 22.57              837.471             839.3171            263.2159            263.2918            263.402             263.4366            263.7614            264.3842            837.1205           -1.84613 
 22.52              872.789             835.6558            261.6183            261.6947            261.8055            261.8408            262.1697            262.8041            833.4323            37.13324 
 22.47              809.904             831.6964            259.9181            259.9949            260.1065            260.1424            260.4755            261.1219            829.4456           -21.79236 
 22.42              829.32              827.7152            258.388             258.4652            258.5776            258.6141            258.9515            259.6102            825.4366            1.604797 
 22.37              836.263             823.4874            256.7997            256.8773            256.9904            257.0277            257.3694            258.0407            821.1804            12.77557 
 22.32              819.8               819.0511            255.1877            255.2657            255.3796            255.4176            255.7636            256.4479            816.7151            .7488403 
 22.27              865.306             814.4753            253.6169            253.6954            253.8101            253.8487            254.1993            254.8968            812.1097            50.83069 
 22.22              821.353             809.5918            251.9152            251.9942            252.1095            252.1489            252.504             253.2153            807.196             11.76123 
 22.17              825.226             804.6536            250.3311            250.4104            250.5266            250.5667            250.9265            251.6517            802.227             20.57245 
 22.12              782.773             799.5323            248.7318            248.8116            248.9285            248.9694            249.3338            250.0735            797.0743           -16.75934 
 22.07              808.411             794.3612            247.2461            247.3263            247.4441            247.4857            247.855             248.6095            791.8711            14.0498 
 22.02              817.371             788.9564            245.6849            245.7656            245.8842            245.9266            246.3008            247.0704            786.4334            28.41461 
 21.97              790.052             783.3684            244.0945            244.1757            244.2951            244.3382            244.7174            245.5027            780.812             6.683594 
 21.92              767.003             777.7036            242.5757            242.6573            242.7775            242.8215            243.2057            244.007             775.1129           -10.70056 
 21.87              820.432             771.9551            241.1168            241.1988            241.3199            241.3646            241.7541            242.5719            769.3295            48.47687 
 21.82              757.035             765.9154            239.5051            239.5877            239.7095            239.7551            240.1499            240.9847            763.2541           -8.880432 
 21.77              840.64              759.9146            238.0654            238.1484            238.2711            238.3175            238.7177            239.5699            757.2168            80.72546 
 21.72              751.981             753.5491            236.389             236.4725            236.5961            236.6434            237.049             237.9192            750.8141           -1.568115 
 21.67              817.019             747.3035            234.9547            235.0387            235.1631            235.2113            235.6225            236.5112            744.5303            69.71552 
 21.62              759.692             740.7558            233.3354            233.4199            233.5452            233.5943            234.0112            234.9189            737.9436            18.93622 
 21.57              787.443             734.2512            231.8711            231.956             232.0822            232.1322            232.555             233.4822            731.399             53.19183 
 21.52              776.214             727.5593            230.3256            230.411             230.5381            230.5889            231.0177            231.965             724.6664            48.65472 
 21.47              756.367             720.7933            228.8069            228.8928            229.0208            229.0726            229.5074            230.4755            717.8586            35.57373 
 21.42              748.475             713.983             227.3392            227.4256            227.5545            227.6073            228.0483            229.0378            711.0057            34.49194 
 21.37              742.589             707.1007            225.8895            225.9764            226.1062            226.1599            226.6072            227.6187            704.0796            35.48828 
 21.32              766.571             700.1459            224.452             224.5394            224.6702            224.7249            225.1787            226.2128            697.0801            66.42505 
 21.27              791.909             693.0415            222.9439            223.0318            223.1635            223.2193            223.6796            224.7371            689.9298            98.86749 
 21.22              756.975             685.7882            221.3611            221.4495            221.5822            221.6389            222.106             223.1876            682.6295            71.18677 
 21.17              705.534             678.5593            219.871             219.9599            220.0936            220.1514            220.6252            221.7317            675.3525            26.97467 
 21.12              698.283             671.4061            218.5199            218.6094            218.744             218.8029            219.2837            220.4158            668.15              26.87689 
 21.07              722.521             664.2109            217.1852            217.2752            217.4108            217.4708            217.9588            219.1173            660.9043            58.31006 
 21.02              691.581             656.8919            215.7794            215.8699            216.0065            216.0676            216.5628            217.7487            653.5334            34.68909 
 20.97              708.747             649.6068            214.4557            214.5468            214.6844            214.7466            215.2493            216.4633            646.1953            59.1402 
 20.92              708.339             642.2277            213.0807            213.1723            213.3108            213.3742            213.8845            215.1276            638.7616            66.11133 
 20.87              785.174             634.8079            211.7029            211.795             211.9346            211.9992            212.5172            213.7903            631.2859            150.3661 
 20.82              720.108             627.1371            210.1075            210.2002            210.3409            210.4066            210.9325            212.2367            623.5578            92.97083 
 20.77              688.679             619.6149            208.6887            208.782             208.9236            208.9906            209.5246            210.8609            615.9767            69.06409 
 20.72              693.033             612.1524            207.3534            207.4472            207.59              207.6581            208.2005            209.5699            608.4537            80.88062 
 20.67              697.867             604.6553            206.0022            206.0966            206.2404            206.3099            206.8606            208.2644            600.8945            93.21173 
 20.62              664.458             597.1268            204.6339            204.7289            204.8738            204.9445            205.5039            206.9431            593.3022            67.33124 
 20.57              749.948             589.6771            203.3547            203.4502            203.5962            203.6682            204.2365            205.7124            585.787             160.2709 
 20.52              701.973             581.9808            201.8341            201.9302            202.0773            202.1507            202.728             204.2418            578.0233            119.9922 
 20.47              653.589             574.4122            200.4427            200.5394            200.6876            200.7624            201.3489            202.9021            570.3854            79.17676 
 20.42              691.685             566.9775            199.1821            199.2794            199.4287            199.5048            200.1008            201.6947            562.8794            124.7075 
 20.37              679.056             559.4404            197.812             197.9099            198.0603            198.1379            198.7435            200.3796            555.269             119.6156 
 20.32              617.411             551.9454            196.4731            196.5717            196.7233            196.8023            197.4178            199.0977            547.6985            65.46558 
 20.27              632.705             544.6334            195.3021            195.4013            195.554             195.6345            196.2601            197.9854            540.3087            88.07159 
 20.22              599.932             537.2941            194.0853            194.185             194.339             194.421             195.0569            196.8293            532.8893            62.63788 
 20.17              574.23              530.0654            192.9562            193.0566            193.2118            193.2953            193.9418            195.7631            525.578             44.16455 
 20.12              559.524             522.931             191.8955            191.9965            192.1529            192.238             192.8953            194.7674            518.3585            36.59296 
 20.07              569.164             515.8641            190.8728            190.9744            191.132             191.2187            191.8871            193.8121            511.2038            53.29987 
 20.02              570.156             508.8009            189.8204            189.9227            190.0816            190.1699            190.8496            192.8295            504.0498            61.3551 
 19.97              519.74              501.7681            188.7623            188.8652            189.0253            189.1153            189.8067            191.8438            496.9233            17.97192 
 19.92              513.834             494.9125            187.8416            187.9452            188.1065            188.1982            188.9015            190.9982            489.9709            18.92145 
 19.87              548.647             488.1136            186.9347            187.0389            187.2016            187.295             188.0104            190.1695            483.0717            60.53333 
 19.82              529.856             481.261             185.9284            186.0333            186.1973            186.2924            187.0204            189.2444            476.1153            48.59497 
 19.77              540.632             474.5071            184.9716            185.0772            185.2424            185.3394            186.0802            188.3723            469.2537            66.12494 
 19.72              520.748             467.7721            183.9822            184.0884            184.255             184.3538            185.1077            187.4712            462.4068            52.97592 
 19.67              460.296             461.1445            183.0453            183.1523            183.3202            183.4208            184.1882            186.6266            455.6631           -.8485413 
 19.62              509.252             454.74              182.274             182.3816            182.5509            182.6535            183.4346            185.9519            449.1375            54.51205 
 19.57              457.439             448.257             181.3644            181.4727            181.6434            181.7479            182.5432            185.1436            442.5283            9.181946 
 19.52              463.121             441.9789            180.5963            180.7054            180.8774            180.9839            181.7937            184.4821            436.118             21.14212 
 19.47              449.808             435.7481            179.8104            179.9201            180.0936            180.2022            181.0268            183.8085            429.749             14.05991 
 19.42              398.944             429.6206            179.0593            179.1697            179.3446            179.4552            180.2951            183.1761            423.4761           -30.67661 
 19.37              392.877             423.7034            178.4475            178.5587            178.7351            178.8478            179.7033            182.6903            417.4058           -30.82635 
 19.32              395.698             417.8747            177.851             177.9629            178.1407            178.2557            179.1272            182.2278            411.4154           -22.1767 
 19.27              363.597             412.113             177.245             177.3576            177.5369            177.6541            178.5421            181.765             405.4822           -48.51602 
 19.22              415.386             406.5178            176.7266            176.84              177.0208            177.1401            178.0451            181.4002            399.7045            8.868164 
 19.17              431.845             400.8594            176.0626            176.1768            176.3591            176.4808            177.4031            180.9017            393.851             30.98563 
 19.12              377.187             395.2383            175.351             175.4659            175.6498            175.7739            176.7141            180.369             388.0208           -18.0513 
 19.07              380.068             389.8555            174.7896            174.9052            175.0906            175.2171            176.1756            180.0019            382.4127           -9.787476 
 19.02              331.725             384.5549            174.2185            174.3349            174.5219            174.6509            175.6282            179.643             376.8685           -52.82993 
 18.97              328.984             379.4825            173.7803            173.8975            174.0861            174.2176            175.2143            179.4372            371.5313           -50.49854 
 18.92              382.977             374.5162            173.3485            173.4666            173.6568            173.7908            174.8074            179.2613            366.2761            8.460785 
