B.E.(eV)           Raw Intensity       Peak Sum            Background          Peak 1              Peak 2              Peak 3              difference
 287.57             7021.07             7512.217            338.2112            347.3472            7497.671            343.6216           -491.1475 
 287.52             6349.55             6613.314            340.385             352.2384            6596.133            345.7126           -263.7642 
 287.47             5519.84             5819.123            342.05              357.34              5798.586            347.2966           -299.2827 
 287.42             4569.12             5122.79             343.0383            362.6499            5098.011            348.2057           -553.6699 
 287.37             4079.31             4516.756            343.2158            368.2326            4486.649            348.3058           -437.4458 
 287.32             3746.38             3994.491            343.0015            374.7285            3957.75             348.0157           -248.1108 
 287.27             3455.17             3547.544            342.5344            382.5504            3502.588            347.4746           -92.37451 
 287.22             3276.21             3168.581            341.8472            392.0262            3113.534            346.7149            107.6294 
 287.17             2853.73             2849.768            341.0405            403.609             2782.403            345.8375            3.96167 
 287.12             2649.27             2583.54             339.8774            417.4649            2501.225            344.605             65.73022 
 287.07             2463.42             2363.818            338.5569            434.2136            2263.501            343.2166            99.60205 
 287.02             2446.75             2184.415            337.092             454.3758            2062.538            341.6853            262.3347 
 286.97             2329.77             2040.493            335.6407            478.6129            1892.993            340.1691            289.2767 
 286.92             2239.25             1927.344            334.1067            507.4115            1749.575            338.5714            311.9058 
 286.87             2135.6              1841.156            332.5128            541.4252            1627.842            336.9151            294.4438 
 286.82             2046.87             1778.882            330.8444            581.2323            1524.153            335.1857            267.988 
 286.77             2227.85             1737.919            329.1135            627.5514            1435.2              333.395             489.9312 
 286.72             2188.91             1716.56             327.5765            681.2421            1358.672            331.7995            472.3496 
 286.67             2080.9              1713.011            326.0273            742.7791            1292.094            330.1929            367.8888 
 286.62             2153.72             1726.031            324.3989            812.7689            1233.552            328.5082            427.6885 
 286.57             2146.16             1754.88             322.8621            891.8768            1181.812            326.9163            391.2795 
 286.52             2266.12             1798.843            321.3418            980.6401            1135.544            325.342             467.2776 
 286.47             2360.92             1857.451            319.9601            1079.492            1093.972            323.9073            503.4686 
 286.42             2319.47             1930.253            318.696             1188.77             1056.283            322.5914            389.2169 
 286.37             2273.9              2016.735            317.4215            1308.586            1021.726            321.266             257.1648 
 286.32             2226.16             2116.302            316.1318            1438.785            989.8538            319.9264            109.8584 
 286.27             2383.81             2228.498            314.824             1579.333            960.243             318.5695            155.312 
 286.22             2447.71             2352.674            313.6936            1729.852            932.8184            317.3912            95.03589 
 286.17             2467.69             2487.938            312.655             1889.711            907.231             316.3055           -20.2478 
 286.12             2570.84             2633.277            311.668             2058.112            883.2286            315.2722           -62.43652 
 286.07             2467.21             2787.319            310.8127            2233.816            860.7574            314.3716           -320.1091 
 286.02             2815.34             2948.568            309.8938            2415.486            839.4611            313.4082           -133.2275 
 285.97             3028.75             3115.548            309.3416            2601.736            819.6824            312.8123           -86.79785 
 285.92             3108.55             3286.326            309.0356            2790.741            801.1924            312.4635           -177.7756 
 285.87             3215.87             3458.787            308.8538            2980.479            783.7761            312.2395           -242.9172 
 285.82             3234.85             3630.493            308.8237            3168.562            767.4106            312.1682           -395.6433 
 285.77             3431.66             3799.191            308.8645            3352.821            751.9309            312.1684           -367.5315 
 285.72             3587.13             3962.389            309.1467            3530.802            737.4701            312.4107           -375.259 
 285.67             3752.07             4117.67             309.636             3700.148            723.9327            312.8609           -365.5999 
 285.62             3913.56             4262.668            310.3455            3858.549            711.2778            313.5319           -349.1079 
 285.57             4164.73             4394.824            311.2759            4003.471            699.4801            314.4246           -230.0942 
 285.52             4266.62             4512.14             312.5176            4132.97             688.5755            315.6292           -245.5195 
 285.47             4373.76             4612.28             313.9341            4244.732            678.4067            317.0092           -238.5205 
 285.42             4531.82             4693.521            315.533             4337.073            668.9409            318.5723           -161.7012 
 285.37             4576.92             4754.425            317.3665            4408.594            660.1935            320.3706           -177.5049 
 285.32             4807.3              4793.63             319.3303            4457.946            652.0448            322.2999            13.66943 
 285.27             4667.24             4810.54             321.6038            4484.572            644.6356            324.5393           -143.2993 
 285.22             4956.54             4804.352            323.8376            4487.683            637.604             326.7398            152.1885 
 285.17             4890.24             4775.451            326.4402            4467.692            631.3296            329.3095            114.7891 
 285.12             4787.31             4723.827            329.0793            4424.615            625.454             331.9164            63.4834 
 285.07             4913.96             4650.255            331.7175            4359.237            619.9302            334.5228            263.7046 
 285.02             4992.25             4555.976            334.574             4272.827            614.949             337.348             436.2744 
 284.97             4672.84             4442.511            337.6052            4166.914            610.4594            340.3485            230.3286 
 284.92             4562.14             4311.171            340.4329            4042.829            606.0616            343.146             250.9692 
 284.87             4404.14             4164.039            343.2502            3902.676            601.9301            345.9336            240.1011 
 284.82             4268.15             4003.432            346.0093            3748.776            598.0107            348.6634            264.718 
 284.77             4272.17             3831.492            348.728             3583.295            594.3002            351.3534            440.6777 
 284.72             4090.66             3650.965            351.5378            3408.98             590.9251            354.1349            439.6951 
 284.67             3866.6              3463.994            354.2617            3227.993            587.6929            356.831             402.6062 
 284.62             3455.77             3272.808            356.8547            3042.577            584.544             359.3966            182.9619 
 284.57             3273.22             3079.774            359.1335            2855.101            581.2917            361.6484            193.446 
 284.52             2898.11             2887.049            361.3074            2667.74             578.1288            363.7957            11.06079 
 284.47             2873.14             2696.703            363.1875            2482.565            574.8638            365.6497            176.4365 
 284.42             2640.21             2510.766            365.1008            2301.619            571.8115            367.5374            129.4436 
 284.37             2283.98             2330.531            366.8479            2126.207            568.7615            369.2591           -46.55151 
 284.32             2188.5              2157.464            368.3055            1957.795            565.5887            370.6918            31.03564 
 284.27             2042.75             1992.716            369.7151            1797.548            562.5215            372.0768            50.03418 
 284.22             1798.72             1837.316            371.0265            1646.497            559.5083            373.364            -38.59607 
 284.17             1678.67             1691.702            372.1422            1505.088            556.4423            374.456            -13.03162 
 284.12             1454.81             1556.317            373.1755            1373.774            553.4282            375.4659           -101.5068 
 284.07             1351.59             1431.427            374.0242            1252.821            550.3629            376.2915           -79.83667 
 284.02             1195.09             1316.998            374.7987            1142.206            547.3463            377.0432           -121.9082 
 283.97             1161.69             1212.961            375.4457            1041.86             544.3246            377.6678           -51.27112 
 283.92             937.615             1119.056            376.0793            951.5306            541.4047            378.2794           -181.4409 
 283.87             865.586             1034.632            376.5164            870.5736            538.3964            378.6947           -169.0458 
 283.82             881.823             959.4207            376.8972            798.7212            535.4398            379.0541           -77.59766 
 283.77             843.697             892.8309            377.3048            735.3903            532.6096            379.4406           -49.13385 
 283.72             679.372             834.2637            377.6874            679.9822            529.8539            379.8024           -154.8917 
 283.67             665.036             782.8981            377.9234            631.6816            527.0453            380.0178           -117.8621 
 283.62             644.458             738.1829            378.1525            589.9431            524.318             380.2267           -93.72485 
 283.57             529.852             699.5069            378.3684            554.1552            521.6658            380.4227           -169.6549 
 283.52             459.974             666.0902            378.4807            523.5447            518.9915            380.5154           -206.1162 
 283.47             558.563             637.4005            378.5295            497.5793            516.3353            380.5448           -78.83752 
 283.42             564.716             612.999             378.6745            475.8247            513.8524            380.6707           -48.28296 
 283.37             512.485             592.2516            378.8295            457.6516            511.452             380.8069           -79.7666 
 283.32             449.92              574.6371            378.9387            442.5381            509.0788            380.8976           -124.7171 
 283.27             455.022             559.6772            378.9911            430.0116            506.7161            380.9318           -104.6552 
 283.22             465.396             547.0543            379.05              419.7542            504.4275            380.9727           -81.65833 
 283.17             452.091             536.41              379.1206            411.4115            502.2144            381.0254           -84.31903 
 283.12             437.105             527.4065            379.1804            404.6488            500.0508            381.0677           -90.30148 
 283.07             493.858             519.7823            379.2275            399.2046            497.9352            381.0975           -25.92435 
 283.02             489.136             513.3634            379.3304            394.9095            495.9314            381.1833           -24.22742 
 282.97             456.222             507.901             379.4313            391.514             493.9823            381.2674           -51.67902 
 282.92             447.769             503.1952            379.5034            388.8215            492.0576            381.3229           -55.42618 
 282.87             446.118             499.1246            379.5692            386.7136            490.1771            381.3723           -53.00659 
 282.82             399.31              495.5823            379.635             385.0828            488.3475            381.422            -96.27228 
 282.77             457.433             492.4228            379.6576            383.7876            486.5218            381.4286           -34.98975 
 282.72             421.068             489.6689            379.7364            382.8502            484.7998            381.4916           -68.60089 
 282.67             451.771             487.1641            379.7822            382.1166            483.0898            381.5219           -35.39307 
 282.62             378.071             484.9172            379.8584            381.5984            481.4528            381.5829           -106.8462 
 282.57             426.531             482.7891            379.8658            381.1556            479.79              381.5751           -56.25812 
 282.52             390.396             480.8583            379.9196            380.8702            478.2133            381.614            -90.46228 
 282.47             365.906             479.0201            379.9401            380.6367            476.6437            381.6197           -113.114 
 282.42             427.041             477.2619            379.9373            380.4451            475.089             381.6024           -50.22092 
 282.37             307.883             475.6473            379.9928            380.3607            473.6286            381.6436           -167.7643 
 282.32             319.168             473.9937            379.9354            380.2005            472.092             381.5721           -154.8257 
 282.27             340.666             472.4109            379.8872            380.0771            470.5983            381.5098           -131.7449 
 282.22             354.632             470.9025            379.8581            379.9935            469.1584            381.4669           -116.2705 
 282.17             466.697             469.4545            379.8416            379.9375            467.7634            381.4368           -2.757538 
 282.12             451.02              468.1553            379.9318            379.9993            466.506             381.5135           -17.13531 
 282.07             367.387             466.8829            380.0091            380.0564            465.2672            381.5776           -99.49594 
 282.02             341.507             465.5672            380.0081            380.041             463.9789            381.5634           -124.0602 
 281.97             384.714             464.2604            379.9821            380.0049            462.6952            381.5244           -79.54642 
 281.92             375.62              463.0252            379.9965            380.0122            461.4799            381.5261           -87.40524 
 281.87             300.76              461.8103            380.0025            380.0132            460.2826            381.5194           -161.0503 
 281.82             384.264             460.5524            379.9367            379.944             459.0406            381.4411           -76.28839 
 281.77             406.673             459.3987            379.949             379.954             457.9016            381.4411           -52.72574 
 281.72             380.662             458.2932            379.983             379.9863            456.8099            381.4629           -77.63116 
 281.67             343.277             457.1882            379.9927            379.995             455.718             381.4607           -113.9112 
 281.62             365.186             456.0708            379.9667            379.9682            454.6133            381.4228           -90.88477 
 281.57             382.683             454.9973            379.9609            379.9619            453.5521            381.4052           -72.31433 
 281.52             344.408             453.9622            379.9715            379.9722            452.5289            381.4042           -109.5543 
 281.47             354.482             452.913             379.9456            379.946             451.4914            381.3668           -98.43103 
 281.42             396.309             451.8938            379.9285            379.9288            450.4837            381.3384           -55.58484 
 281.37             383.463             450.9341            379.951             379.9511            449.5352            381.3496           -67.4711 
 281.32             396.639             449.9832            379.9615            379.9616            448.5954            381.3492           -53.34415 
 281.27             402.941             449.0638            379.9848            379.9849            447.687             381.3615           -46.12274 
 281.22             373.119             448.1704            380.0146            380.0146            446.8044            381.3805           -75.05139 
 281.17             400.34              447.2674            380.0164            380.0164            445.9121            381.3716           -46.9274 
 281.12             346.028             446.4078            380.0442            380.0442            445.0631            381.3889           -100.3798 
 281.07             441.727             445.5147            380.0204            380.0204            444.1804            381.3547           -3.787689 
 281.02             406.052             444.729             380.0876            380.0876            443.405             381.4116           -38.67697 
 280.97             348.099             443.9277            380.1222            380.1222            442.6139            381.4359           -95.82867 
 280.92             400.79              443.0876            380.1019            380.1019            441.784             381.4055           -42.29764 
 280.87             420.838             442.3127            380.1313            380.1313            441.0189            381.4251           -21.47464 
 280.82             369.068             441.5732            380.1806            380.1806            440.2893            381.4645           -72.50522 
 280.77             386.144             440.7997            380.1812            380.1812            439.5255            381.4554           -54.65567 
 280.72             390.886             440.0574            380.1981            380.1981            438.7928            381.4626           -49.17139 
 280.67             404.072             439.334             380.2197            380.2197            438.0789            381.4747           -35.26196 
 280.62             357.283             438.6369            380.2542            380.2542            437.3913            381.4998           -81.35391 
 280.57             370.018             437.9096            380.2446            380.2446            436.6733            381.4809           -67.8916 
 280.52             390.836             437.2068            380.2466            380.2466            435.9796            381.4738           -46.37076 
 280.47             331.453             436.537             380.2685            380.2685            435.319             381.4865           -105.084 
 280.42             352.661             435.8232            380.2338            380.2338            434.6142            381.4429           -83.16223 
 280.37             399.59              435.1405            380.2183            380.2183            433.9403            381.4185           -35.55048 
 280.32             433.313             434.5145            380.2472            380.2472            433.3232            381.4386           -1.201508 
 280.27             444.178             433.9326            380.3089            380.3089            432.7499            381.4915            10.24545 
 280.22             450.58              433.3741            380.3824            380.3824            432.2001            381.5564            17.20584 
 280.17             333.433             432.8346            380.4635            380.4635            431.6691            381.6291           -99.40158 
 280.12             310.154             432.1951            380.4342            380.4342            431.038             381.5913           -122.0411 
 280.07             391.617             431.5432            380.3817            380.3817            430.3944            381.5304           -39.92621 
 280.02             449.2               430.9778            380.4055            380.4055            429.8373            381.546             18.2222 
 279.97             394.648             430.4783            380.4848            380.4848            429.3459            381.6172           -35.83032 
 279.92             376.791             429.9383            380.5136            380.5136            428.814             381.6379           -53.14731 
 279.87             345.958             429.3909            380.5258            380.5258            428.2745            381.6421           -83.43286 
 279.82             392.657             428.8237            380.5084            380.5084            427.7153            381.6168           -36.16672 
 279.77             345.708             428.3095            380.535             380.535             427.2089            381.6356           -82.60147 
 279.72             367.147             427.7601            380.517             380.517             426.6672            381.6099           -60.61307 
 279.67             351.601             427.2392            380.5188            380.5188            426.154             381.6041           -75.63821 
 279.62             443.337             426.7116            380.5055            380.5055            425.6339            381.5832            16.6254 
 279.57             378.671             426.28              380.5795            380.5795            425.2098            381.6497           -47.60904 
 279.52             340.966             425.7961            380.5931            380.5931            424.7333            381.6559           -84.83005 
 279.47             390.776             425.2844            380.5706            380.5706            424.2289            381.6261           -34.50839 
 279.42             372.949             424.8275            380.595             380.595             423.7793            381.6432           -51.87848 
 279.37             377.121             424.3613            380.6027            380.6027            423.3203            381.6436           -47.2403 
 279.32             326.411             423.9069            380.6142            380.6142            422.873             381.6481           -97.49591 
 279.27             325.52              423.4111            380.5772            380.5772            422.3842            381.604            -97.89108 
 279.22             379.292             422.9207            380.5381            380.5381            421.9008            381.558            -43.62872 
 279.17             363.265             422.4877            380.5493            380.5493            421.4748            381.5623           -59.22272 
 279.12             368.097             422.0462            380.5453            380.5453            421.04              381.5514           -53.94919 
 279.07             425.56              421.616             380.5454            380.5454            420.6166            381.5448            3.944031 
 279.02             414.656             421.2469            380.6005            380.6005            420.2543            381.5931           -6.590942 
 278.97             341.947             420.8755            380.6462            380.6462            419.8894            381.6322           -78.9285 
 278.92             379.012             420.4417            380.6231            380.6231            419.4622            381.6027           -41.42969 
 278.87             346.068             420.0485            380.6348            380.6348            419.0755            381.6078           -73.98053 
 278.82             381.253             419.6302            380.6149            380.6149            418.6637            381.5815           -38.37726 
 278.77             372.779             419.2507            380.6279            380.6279            418.2905            381.5881           -46.47171 
 278.72             345.148             418.8693            380.633             380.633             417.9154            381.5869           -73.72128 
 278.67             299.18              418.467             380.6114            380.6114            417.5194            381.5591           -119.287 
 278.62             346.048             418.0255            380.5451            380.5451            417.084             381.4866           -71.97751 
 278.57             437.265             417.6327            380.5218            380.5218            416.6974            381.4572            19.63229 
 278.52             365.326             417.3318            380.5851            380.5851            416.4025            381.5144           -52.0058 
 278.47             354.472             416.9689            380.5809            380.5809            416.0456            381.5042           -62.49695 
 278.42             342.167             416.6006            380.5659            380.5659            415.6832            381.4833           -74.43356 
 278.37             386.565             416.2248            380.5387            380.5387            415.3133            381.4502           -29.65979 
 278.32             368.347             415.8959            380.5531            380.5531            414.9903            381.4587           -47.54895 
 278.27             374.78              415.5546            380.5503            380.5503            414.6547            381.4501           -40.77457 
 278.22             358.493             415.2242            380.5533            380.5533            414.33              381.4475           -56.73117 
 278.17             309.884             414.8829            380.5408            380.5408            413.9944            381.4293           -104.9989 
 278.12             346.108             414.499             380.4811            380.4811            413.6161            381.364            -68.39096 
 278.07             326.891             414.1529            380.4546            380.4546            413.2756            381.3319           -87.2619 
 278.02             391.687             413.7919            380.4088            380.4088            412.9201            381.2806           -22.10492 
 277.97             375.13              413.4964            380.4239            380.4239            412.6301            381.2902           -38.36642 
 277.92             364.046             413.1896            380.4233            380.4233            412.3287            381.2843           -49.14365 
 277.87             390.626             412.8762            380.4121            380.4121            412.0206            381.2677           -22.25015 
 277.82             423.629             412.5922            380.426             380.426             411.7419            381.2763            11.03683 
 277.77             321.509             412.344             380.4717            380.4717            411.4989            381.3168           -90.83496 
 277.72             319.548             412.0032            380.4207            380.4207            411.1634            381.2606           -92.4552 
 277.67             358.854             411.6631            380.3665            380.3665            410.8285            381.2011           -52.80911 
 277.62             344.058             411.363             380.3484            380.3484            410.5334            381.178            -67.30496 
 277.57             356.383             411.0521            380.3157            380.3157            410.2276            381.1402           -54.6691 
 277.52             369.248             410.7558            380.294             380.294             409.9363            381.1135           -41.50778 
 277.47             377.781             410.475             380.284             380.284             409.6605            381.0985           -32.694 
 277.42             413.305             410.2058            380.2819            380.2819            409.3962            381.0915            3.099213 
 277.37             438.455             409.9739            380.3138            380.3138            409.1692            381.1185            28.48111 
 277.32             377.311             409.7705            380.3706            380.3706            408.9706            381.1704           -32.45947 
 277.27             326.621             409.5132            380.3702            380.3702            408.7182            381.1652           -82.89221 
 277.22             248.509             409.2108            380.3212            380.3212            408.4205            381.1115           -160.7018 
 277.17             415.276             408.8357            380.1961            380.1961            408.0501            380.9817            6.440338 
 277.12             387.715             408.6202            380.2276            380.2276            407.8393            381.0085           -20.90518 
 277.07             403.782             408.3824            380.2335            380.2335            407.6061            381.0098           -4.600433 
 277.02             391.186             408.1632            380.255             380.255             407.3915            381.0267           -16.97723 
 276.97             335.224             407.9358            380.265             380.265             407.1686            381.0321           -72.71176 
 276.92             360.594             407.658             380.2216            380.2216            406.8953            380.9843           -47.064 
 276.87             323.259             407.4063            380.2014            380.2014            406.6481            380.9596           -84.14725 
 276.82             321.859             407.1213            380.1451            380.1451            406.3676            380.8988           -85.2623 
 276.77             378.001             406.8364            380.086             380.086             406.0871            380.8353           -28.83542 
 276.72             421.539             406.6069            380.0793            380.0793            405.8619            380.8243            14.9321 
 276.67             435.974             406.4217            380.1141            380.1141            405.681             380.8549            29.55228 
 276.62             379.992             406.2539            380.1638            380.1638            405.5175            380.9002           -26.26193 
 276.57             390.396             406.0367            380.1612            380.1612            405.3045            380.8934           -15.64069 
 276.52             404.422             405.8319            380.1685            380.1685            405.1039            380.8965           -1.409882 
 276.47             424.27              405.6434            380.1895            380.1895            404.9196            380.9133            18.62656 
 276.42             379.482             405.4772            380.23              380.23              404.7575            380.9497           -25.99518 
 276.37             360.274             405.2715            380.2288            380.2288            404.5558            380.9444           -44.99747 
 276.32             411.985             405.0499            380.209             380.209             404.3383            380.9206            6.93512 
 276.27             389.306             404.8796            380.2383            380.2383            404.1721            380.9459           -15.57364 
 276.22             406.453             404.691             380.2467            380.2467            403.9875            380.9502            1.762024 
 276.17             402.761             404.5213            380.2717            380.2717            403.8218            380.9713           -1.760345 
 276.12             351.941             404.351             380.2938            380.2938            403.6553            380.9894           -52.40997 
 276.07             363.615             404.1349            380.2677            380.2677            403.4431            380.9595           -40.51987 
 276.02             380.252             403.9314            380.2522            380.2522            403.2435            380.9401           -23.67938 
